date,return_pct,day_range_pct,cir,breadth_ratio,volume_ratio,dispersion_ratio,concentration_ratio,sector_participation,vix_close,vix_change_pct,coincident_label,km_3,km_4,km_5,km_6,km_7,gmm_3,gmm_4,gmm_5,best_cluster
2021-02-10,-0.01853163283540571,1.264687386224468,0.6767861816278449,0.46128822381262197,0.9858504464341133,1.0275763745829556,0.8837781755436344,0.4166666666666667,23.95,-1.3185002060156603,Range,0,0,4,4,3,0,0,3,4
2021-02-11,0.44219375765397473,0.8112935221738209,0.8765231519090115,0.5972404730617609,0.8424031370558301,1.1811996515571934,0.8240752728521707,0.5,23.05,-3.757828810020869,Range,1,1,4,4,4,0,0,3,4
2021-02-12,-0.06590524144385324,1.0716664578291006,0.506461538461534,0.42483660130718953,0.9200422559248739,1.1611804966475932,0.8821991832220705,0.5833333333333334,23.05,0.0,Range,0,0,4,4,4,0,0,3,4
2021-02-15,0.9984633951712452,0.6317459695586592,0.7369509043927761,0.43661060802069857,0.8718558809401613,1.2055644493056297,0.9367813021356057,0.5833333333333334,21.48,-6.811279826464212,Trend-Up,0,0,4,4,4,1,2,2,4
2021-02-16,-0.008162092629959705,1.2378007568509988,0.37589026642047096,0.41899804814573843,0.9703454488978446,1.0532397699967229,0.8707254642513585,0.5,21.78,1.3966480446927498,Range,0,0,4,4,3,0,0,3,4
2021-02-17,-0.6827331528819536,0.9438552426539676,0.26576105886450596,0.47976501305483027,0.9652540707638979,1.9901596514143614,0.8423990419750503,0.5,21.51,-1.2396694214875992,Trend-Down,0,0,4,4,4,2,1,2,4
2021-02-18,-0.591430017950012,1.1422750918549285,0.23682686740012324,0.554177545691906,1.0158049413662653,1.212244659452782,0.777743328508186,0.5833333333333334,21.54,0.1394700139469851,Trend-Down,0,0,4,4,4,0,1,0,4
2021-02-19,-0.907470426187007,1.6409965457973772,0.3398413666870033,0.30544747081712065,1.0399097682682585,0.8867604390231435,0.82259526573598,1.0,22.25,3.2961931290622193,Trend-Down,2,3,0,2,2,0,1,0,0
2021-02-22,-2.0428187628281025,2.5555850828239954,0.10838554859352442,0.24871134020618557,0.9258856544088806,0.973661256576871,0.8741847254659516,0.9166666666666666,25.47,14.471910112359554,Trend-Down,2,3,0,2,2,2,1,0,0
2021-02-23,0.21872891923382376,1.377840329621015,0.2760917838637997,0.6160889470241988,0.9444301743346302,0.9559735836095555,0.9609157258207215,0.6666666666666666,25.23,-0.9422850412249661,Range,0,0,4,4,3,0,0,2,4
2021-02-24,1.8643168930771559,1.907288746495795,0.9062117235345607,0.668848167539267,0.5793224231160862,0.8581236294504966,0.9742466867544546,0.9166666666666666,24.17,-4.201347602061034,Trend-Up,1,1,2,1,1,1,2,1,2
2021-02-25,0.7699239086904397,0.7362219197408792,0.28789923526765726,0.6638214051214708,1.055843128276984,0.9605598148248411,0.9001616691157435,0.8333333333333334,22.89,-5.2958212660322745,Range,1,1,2,1,1,1,0,2,2
2021-02-26,-3.7635744021301765,3.108922407711399,0.13593092760681766,0.24786885245901638,1.4242766658463204,0.868386943980911,1.1186241801036723,1.0,28.14,22.935779816513758,Trend-Down,2,3,0,5,0,2,3,4,0
2021-03-01,1.5995429877177836,1.1397854561343492,0.7310549777117384,0.6927631578947369,0.8337197518617022,1.000895883137384,0.8380117572673074,0.9166666666666666,25.63,-8.919687277896237,Trend-Up,1,1,2,1,1,1,2,1,2
2021-03-02,1.0672998431736636,1.3291686495834272,0.7982854261220385,0.6407894736842106,0.9460492400779348,0.9878413923888294,0.8709056409467635,0.9166666666666666,23.61,-7.881388997268823,Trend-Up,1,1,2,1,1,1,2,1,2
2021-03-03,2.188469813862759,1.8192134123943982,0.9006670272219245,0.6533158240315168,1.0121324457363798,1.0004244073281425,0.9321088047899035,0.9166666666666666,22.09,-6.437950021177463,Trend-Up,1,1,2,1,1,1,2,1,2
2021-03-04,-1.0812955869234475,1.4730699733103436,0.45262210218320703,0.5375,1.0369667072952844,0.9096354991320403,0.9035122839386643,0.8333333333333334,24.15,9.325486645540959,Trend-Down,2,3,0,2,2,0,1,0,0
2021-03-05,-0.9459078626726125,1.5413606817466745,0.3300760043431053,0.22526041666666666,1.001433891561801,0.8699801456632298,0.9923166951833281,1.0,25.56,5.838509316770191,Trend-Down,2,3,0,2,2,0,1,0,0
2021-03-08,0.12116668117096996,1.2787339029967504,0.18980392156863315,0.5386125654450262,0.7920222086484496,0.9209652696843728,0.9376288746805417,0.6666666666666666,24.68,-3.4428794992175216,Range,0,0,4,4,3,0,0,0,4
2021-03-09,0.9507762666987496,1.3339161765485061,0.8587388282025781,0.3543563068920676,0.9361414774838142,0.8716832810889954,1.2584007268167712,0.3333333333333333,22.5,-8.833063209076176,Trend-Up,0,0,3,4,3,0,0,2,3
2021-03-10,0.5060138822656768,0.7749690275983891,0.6288265306122337,0.5731070496083551,0.7296598622381456,0.8704049260996777,0.8782861647218261,0.8333333333333334,20.75,-7.777777777777772,Range,1,1,2,1,1,1,2,1,2
2021-03-12,-0.9479531855444479,2.5460799217614247,0.20211654037104934,0.35949868073878627,0.9040820027773692,0.847404502684424,0.9565292284779949,1.0,21.71,4.6265060240963995,Trend-Down,2,3,0,2,2,0,1,0,0
2021-03-15,-0.674940705677296,2.0265246659298652,0.6070071062634278,0.3157208088714938,0.8133229618886139,1.1456756978909965,0.9473684608504239,0.6666666666666666,21.23,-2.210962690004603,Range,0,0,4,4,4,0,1,0,4
2021-03-16,-0.1275997186777844,1.0794442823657282,0.12301957129543958,0.4698874917273329,0.8043435502344427,0.9240699553333479,0.8701272325356444,0.75,20.19,-4.898728214790382,Range,0,0,4,4,3,0,0,0,4
2021-03-17,-1.2685733830971047,1.7695448092220116,0.09692898272552783,0.1544980443285528,0.8207517887526184,0.8248613892039951,1.04918531546082,1.0,20.16,-0.14858841010402246,Trend-Down,2,3,0,2,2,0,1,0,0
2021-03-18,-1.1102959657095401,2.7243033827110485,0.1998234997478566,0.17391304347826086,0.8825116896632843,1.1744706849331794,1.0117166013802767,0.8333333333333334,20.08,-0.3968253968254065,Trend-Down,2,3,0,2,2,0,1,0,0
2021-03-19,1.2786915650319308,2.9717173087357542,0.8990071893187264,0.5443708609271524,1.2869350197591678,0.9413742366230841,1.0577735698944815,0.9166666666666666,19.99,-0.44820717131474064,Trend-Up,1,1,2,1,1,2,3,4,2
2021-03-22,-0.051546391752577136,1.1268016611926879,0.8343872327612157,0.5579086697551291,0.8143514267131464,0.9405236399013368,1.0008931763656597,0.4166666666666667,20.49,2.5012506253126565,Range,0,0,4,4,3,0,0,3,4
2021-03-23,0.5316766645856452,1.158305067584673,0.6279137529137516,0.6117021276595744,0.8767957651807428,0.8917944152282298,1.1330040981374523,0.75,20.67,0.8784773060029449,Trend-Up,1,1,2,1,1,1,2,3,2
2021-03-24,-1.791120336151475,1.4938760361252035,0.06625258799171664,0.18467583497053044,0.83564476998552,0.7885962376683263,1.0680802209621525,0.9166666666666666,22.46,8.659893565553944,Trend-Down,2,3,0,2,2,0,1,0,0
2021-03-25,-1.5430189561081553,2.1724409943524963,0.19440874035989672,0.13743455497382198,0.9860736953272122,1.3623683445635781,1.0383242537045296,0.9166666666666666,22.7,1.0685663401602818,Trend-Down,2,3,0,2,2,0,1,0,0
2021-03-26,1.2733073180266397,1.0935873663603817,0.5865111881500125,0.6312997347480106,0.8375630039363241,0.9186093526230745,1.0756337630235844,1.0,20.65,-9.03083700440529,Trend-Up,1,1,2,1,1,1,2,2,2
2021-03-30,2.3284829017115705,1.7426625620575065,0.8793969849246268,0.5566600397614314,1.021103916878157,1.039433610382409,1.0054609311141518,0.9166666666666666,20.65,0.0,Trend-Up,1,1,2,1,1,1,2,1,2
2021-03-31,-1.0400738290749056,0.9768084570510596,0.1425087108013988,0.48376408217362493,0.8535071217308182,0.8490613855673864,1.0914076566487707,0.5833333333333334,20.65,0.0,Trend-Down,0,0,4,4,3,0,1,0,4
2021-04-01,1.2024614211712192,1.2830127763185772,0.9169069462647426,0.8435462842242504,0.8949701284619123,0.990872333120624,1.1084335469647153,0.9166666666666666,19.99,-3.1961259079903104,Trend-Up,1,1,2,1,1,1,2,1,2
2021-04-05,-1.5439873279367244,2.666725874106767,0.45676956577430283,0.259526938239159,1.0032203705318905,1.014594388517251,1.0734154959746411,0.8333333333333334,21.22,6.153076538269131,Trend-Down,2,3,0,2,2,0,1,0,0
2021-04-06,0.3122053860552976,1.3974869751762231,0.5341130604288498,0.6023856858846919,1.0097985625741253,0.9398433927423051,1.1867051920426404,0.6666666666666666,20.84,-1.790763430725728,Range,0,0,3,0,3,1,0,3,3
2021-04-07,0.9231450267306762,1.551718902358781,0.7358121330724058,0.7001338688085676,1.129824379225854,0.9075336073134832,1.2505654467254508,1.0,20.25,-2.831094049904026,Trend-Up,1,1,2,1,1,1,2,1,2
2021-04-08,0.36945688151399647,1.096222888569157,0.3232137381171367,0.648307896483079,1.1048638036703848,1.1050171094057044,1.16838633107569,0.5833333333333334,20.31,0.2962962962962834,Range,0,0,3,0,6,0,0,3,3
2021-04-09,-0.2618698651319695,0.8951893682780823,0.3704819277108458,0.5468540829986613,1.0937181662023383,1.0522267751798744,1.0699687967931981,0.5833333333333334,19.79,-2.5603151157065462,Range,0,0,4,4,3,0,0,3,4
2021-04-12,-3.5325601539617946,2.821645191044521,0.15378900445764898,0.048239895697522815,1.2751204526538886,1.1454553621224968,1.0277481852625603,1.0,23.0,16.220313289540165,Trend-Down,2,3,0,5,0,2,3,4,0
2021-04-13,1.3556195321016373,1.7511444487342123,0.905118110236219,0.7764628533859304,1.0969949289763865,0.995382011763556,1.153423678918895,0.8333333333333334,20.46,-11.043478260869566,Trend-Up,1,1,2,1,1,1,2,1,2
2021-04-15,0.5284457558877076,1.6757592694827916,0.9341109064866027,0.36845593108018554,1.0558932557448026,1.1704934769440731,1.1166699997109426,0.5833333333333334,20.89,2.101661779081132,Trend-Up,0,0,3,0,4,1,2,1,3
2021-04-16,0.2496322382204763,0.9488399456828516,0.42429704397981294,0.6137281292059219,0.9862788362644662,1.1425010517288117,1.1188593529525674,0.6666666666666666,20.4,-2.3456199138343847,Range,0,0,4,4,4,0,0,3,4
2021-04-19,-1.7677018166146197,1.329438105219905,0.880303823991626,0.14566929133858267,1.009299886127718,0.99645999265774,0.9307274280337255,0.9166666666666666,22.49,10.245098039215694,Range,2,3,0,2,2,2,3,4,0
2021-04-20,-0.439083669639162,2.2358775635824504,0.2787423744720787,0.5813797722705961,1.0310222285116342,0.9554602805602399,0.838120194388142,0.5833333333333334,22.43,-0.2667852378834934,Range,0,0,4,4,3,0,1,0,4
2021-04-22,0.7676757785176624,1.8974535181155296,0.9319553685750857,0.6066225165562914,1.060460445267192,1.0650831467499136,0.9847532939113361,0.75,23.03,2.6749888542131117,Trend-Up,1,1,2,1,1,1,2,1,2
2021-04-23,-0.449807894545029,1.309848793872267,0.3622571200425923,0.5291359678499665,0.9775961584746535,0.9466535442952159,0.8733428084878841,0.75,22.69,-1.4763352149370412,Range,0,0,4,4,3,0,1,0,4
2021-04-26,1.0016490776670217,0.9402830514325213,0.4676945668135124,0.6746347941567065,0.9527985369684833,1.0776595011956325,1.1144290083582082,0.9166666666666666,23.5,3.569854561480823,Range,1,1,2,1,1,1,2,2,2
2021-04-27,1.1601656886434109,1.2468393952112284,0.9206349206349201,0.7196731615336267,0.9638784353362377,1.0320303834763742,0.9664753663163335,1.0,23.08,-1.7872340425531985,Trend-Up,1,1,2,1,1,1,2,1,2
2021-04-28,1.4433855067716328,1.3138641936688247,0.8684075780849932,0.6426351771286514,1.093989587610426,1.006571696194907,1.0993105163206882,0.75,22.58,-2.166377816291165,Trend-Up,1,1,2,1,1,1,2,1,2
2021-04-29,0.20417705211392967,1.5434813258229303,0.34993475424097015,0.42581047381546133,1.1038641496745785,0.9157381958149281,1.197345207045295,0.4166666666666667,23.31,3.2329495128432306,Range,0,0,3,0,3,0,0,2,3
2021-04-30,-1.7710760058812003,1.7343193608136094,0.1158620689655158,0.4098565190268247,1.159741713117218,0.8974726495966919,0.9281351107630004,0.9166666666666666,23.03,-1.2012012012011963,Trend-Down,2,3,0,2,2,0,1,0,0
2021-05-03,0.02084600611027554,1.7602662266001126,0.8458850931676992,0.612042209807573,1.0098639413436579,1.194181284484711,0.9211508748888964,0.5,23.69,2.8658271819365977,Range,0,0,4,4,4,0,0,2,4
2021-05-04,-0.9406080981813059,1.8066429827889463,0.13363879343260804,0.3809226932668329,1.1116840046042311,0.9719915060383382,0.9209662718755754,0.9166666666666666,23.01,-2.8704094554664383,Trend-Down,2,3,0,2,2,0,1,0,0
2021-05-05,0.8370986100093125,0.8982169060429492,0.847296268088352,0.6389756402248594,0.9762753174860472,0.976095653187361,0.9643880755418347,0.9166666666666666,21.96,-4.563233376792697,Trend-Up,1,1,2,1,1,1,2,1,2
2021-05-06,0.7316397418224874,0.8991633163098965,0.8557401812688791,0.5500625782227785,1.0158856116906232,1.046514490741105,0.8763310794422404,0.8333333333333334,22.04,0.36429872495444826,Trend-Up,1,1,2,1,1,1,2,1,2
2021-05-07,0.6679207866999937,0.6580922408529852,0.5909789851358285,0.5664379288833438,1.058434456203129,1.1303042064186062,0.9553214032507772,0.8333333333333334,20.82,-5.535390199637014,Trend-Up,1,1,2,1,4,1,2,3,2
2021-05-10,0.8041475664754216,0.4979136481209424,0.6700268817204382,0.688463911165947,1.088918320531431,1.15617129468442,0.7590210834307449,1.0,20.23,-2.833813640730065,Trend-Up,1,1,2,1,1,1,2,1,2
2021-05-11,-0.6130227173101965,0.8659495311684619,0.6170295489891147,0.6008663366336634,1.1284820214539397,1.1476674043237942,0.8692192403860011,0.5,19.83,-1.9772614928324383,Range,0,0,4,4,4,0,0,3,4
2021-05-12,-1.03866808073666,1.1863368829313004,0.26842558072841793,0.4205665024630542,1.171241202057207,1.0074531868823426,0.9283209802487467,0.75,20.08,1.2607160867372569,Trend-Down,0,3,0,2,2,0,1,0,0
2021-05-14,-0.1272411798727613,1.0747523470819877,0.5445324881141023,0.3396805896805897,1.1557330473990677,1.0036842781514281,1.1004177052245705,0.9166666666666666,20.27,0.9462151394422413,Range,0,3,3,2,2,0,0,0,3
2021-05-17,1.671572033956048,1.424967248871717,0.9301669409828338,0.7123372597644141,1.0301262922215866,1.052650994913354,0.9108215391181799,0.8333333333333334,19.61,-3.2560434139121908,Trend-Up,1,1,2,1,1,1,2,1,2
2021-05-18,1.2393496011230853,0.6192042679092624,0.6884019241047583,0.630569306930693,1.079427292443006,0.9593342693267345,0.8884839049532709,0.75,19.24,-1.8867924528301883,Trend-Up,1,1,2,1,1,1,2,1,2
2021-05-19,-0.5159483985411883,0.8286677112337487,0.1710156563629016,0.55980271270037,0.9993441497251696,0.9298062199710914,0.8715806396045098,0.5,19.32,0.4158004158004269,Trend-Down,0,0,4,4,3,0,0,3,4
2021-05-20,-0.8256737291377658,1.2404359303772605,0.11438615467820269,0.473015873015873,0.9698955340949882,1.0718895258798053,0.8606769908769885,0.8333333333333334,19.65,1.7080745341614856,Trend-Down,0,3,0,2,2,0,1,0,0
2021-05-21,1.8063135438295186,1.3452781823094082,0.9279941219691367,0.6316124920331422,1.0049383982157158,0.8997723522522891,0.9705515514984061,1.0,19.08,-2.900763358778624,Trend-Up,1,1,2,1,1,1,2,1,2
2021-05-24,0.14760828451498842,0.7290576863604313,0.47157039711191645,0.6084756483238457,1.030013414611535,1.0306720246971013,0.9120154283176624,0.8333333333333334,19.13,0.2620545073375391,Range,1,1,2,1,1,1,0,3,2
2021-05-25,0.07073438744020777,0.8577468446817442,0.3453430433116201,0.5037783375314862,0.9640722002852341,1.030899767753145,0.8620487956040459,0.6666666666666666,18.84,-1.5159435441714497,Range,0,0,4,4,3,0,0,3,4
2021-05-26,0.6115021583396052,0.8165892774867669,0.8523409363745572,0.6248423707440101,0.9037965402151156,1.1350716098828073,0.7236258861461804,0.75,20.87,10.774946921443739,Trend-Up,1,1,2,1,4,1,2,1,2
2021-05-27,0.23788595198495077,0.7305456762192828,0.5832217759928674,0.510705289672544,1.5336145465570359,1.0079195349419443,1.0681745206735849,0.6666666666666666,19.91,-4.59990416866316,Range,0,0,3,0,6,1,3,2,3
2021-05-28,0.6376382609035725,0.48524033649376375,0.5460614152202915,0.360779384035198,0.9423086693602681,0.9567873091926206,1.0642090568529967,0.75,17.4,-12.606730286288304,Range,0,0,4,4,3,0,1,0,4
2021-05-31,0.953312623699043,1.4910670739533356,0.8986442866365352,0.55239898989899,0.9241120785369323,0.9896357110060727,1.0342432599958458,0.6666666666666666,16.89,-2.93103448275861,Trend-Up,1,1,2,1,1,1,2,1,2
2021-06-01,-0.0510177888440988,0.8504094742485528,0.3514533786334529,0.3356379635449403,0.8235314518357525,0.9659729318521918,1.030064398528968,0.5833333333333334,17.39,2.960331557134399,Range,0,0,4,4,3,0,0,3,4
2021-06-02,0.008667820235830348,0.8833990318562959,0.8455668604651166,0.7282471626733922,0.956590664656312,0.9456106512880389,1.1197230607600988,0.75,17.21,-1.035077630822312,Range,1,1,2,1,1,1,0,3,2
2021-06-03,0.7328488334767069,0.5997316822123175,0.8432518597236988,0.6941778630838131,0.9576935882668989,0.8779945483452679,1.0120126267677387,0.8333333333333334,15.75,-8.483439860546193,Trend-Up,1,1,2,1,1,1,2,1,2
2021-06-04,-0.12810421692314167,0.7099440021697165,0.43056179775280573,0.5536977491961415,0.9653064376468985,0.9126597318865163,0.8884704053991144,0.4166666666666667,15.94,1.206349206349211,Range,0,0,4,4,3,0,0,3,4
2021-06-07,0.5194556564189989,0.6053334095158308,0.7713686418458205,0.7091836734693877,1.003482458735502,1.1765591146222305,0.928182771263948,0.6666666666666666,15.57,-2.321204516938513,Trend-Up,1,1,2,1,4,1,0,3,2
2021-06-08,-0.07332565159839932,0.6276961391604835,0.6082995951417086,0.5275288092189501,0.9978481517476773,1.0565654776634432,0.8346775922828914,0.3333333333333333,15.23,-2.1836865767501545,Range,0,0,4,4,3,0,0,3,4
2021-06-09,-0.66549767790548,1.4937305528817781,0.2930849925069596,0.3020221787345075,1.1212940049765638,1.0307493775986531,0.9798831232583416,1.0,14.75,-3.151674326986209,Trend-Down,2,3,0,2,2,0,1,0,0
2021-06-10,0.6549261769004167,0.6528887547457546,0.8686131386861314,0.8155149934810951,0.8902631393390311,1.0544761168393697,0.9008844514671125,0.9166666666666666,15.0,1.6949152542372836,Trend-Up,1,1,2,1,1,1,2,1,2
2021-06-11,0.39141554542421186,0.5427438470569992,0.5778425655976803,0.4973753280839895,0.9164332895773565,1.0016536826027447,0.9428263272038842,0.4166666666666667,14.1,-6.000000000000005,Range,0,0,4,4,3,0,0,3,4
2021-06-14,0.07911717887127967,1.3695424634056057,0.9482798429923853,0.4151436031331593,1.000895693159803,0.9685246521156876,1.3591530017988724,0.4166666666666667,14.72,4.397163120567393,Range,0,0,3,0,6,1,0,3,3
2021-06-15,0.36301887508418673,0.3730485057579957,0.45354729729729787,0.5971223021582733,0.8683754818506344,1.0058878248213852,1.00295234098035,0.6666666666666666,14.61,-0.7472826086956652,Range,0,0,4,4,3,0,0,3,4
2021-06-16,-0.640862044520063,0.8768007712041503,0.18047016274863587,0.3161668839634941,0.8757584504917724,0.9541124479077009,0.8907727648596236,0.8333333333333334,14.87,1.7796030116358663,Trend-Down,0,3,0,2,2,0,1,0,0
2021-06-17,-0.48295391484409755,0.9725072332615341,0.48918741808649713,0.30727396329027873,0.931884053067317,1.153816550486293,1.0794866911377596,0.8333333333333334,15.29,2.824478816408882,Trend-Down,0,3,0,2,2,0,1,0,0
2021-06-18,-0.05130198707571365,1.9804442290709596,0.7483902124919525,0.24915139171758316,1.249895732667992,0.8212397006183131,1.3099116513637197,0.8333333333333334,14.8,-3.2047089601046297,Range,0,3,3,0,6,2,3,2,3
2021-06-21,0.40265632023770426,1.6479852665671737,0.9281310211946064,0.6336295283663704,0.7853018927211933,0.9173157092572876,1.0558914066928113,0.8333333333333334,15.06,1.75675675675675,Range,1,1,2,1,1,1,2,1,2
2021-06-22,0.16670371193598932,0.910747967221947,0.1437521754263814,0.6066576086956522,0.8478274598695182,1.0075675240527733,0.8601657781226624,0.6666666666666666,14.74,-2.1248339973439556,Range,0,0,4,4,3,0,0,3,4
2021-06-23,-0.5439761614176253,1.204823117304511,0.06878306878306878,0.36953551912568305,0.8375913502176275,0.8713782674937223,1.0562349175181611,0.9166666666666666,15.37,4.274084124830391,Trend-Down,2,3,0,2,2,0,1,0,0
2021-06-24,0.6597840880476991,0.7517201853018686,0.7392586352148341,0.3819538670284939,0.8688428492738473,1.118616231560998,1.2891165416669126,0.5,15.1,-1.7566688353936266,Trend-Up,0,0,3,0,3,0,0,3,3
2021-06-25,0.4426726280758242,0.6210455633072409,0.8939086294416354,0.5782638414217361,0.8741668858457843,0.8610952556737901,1.1300479229105524,0.8333333333333334,13.37,-11.456953642384104,Trend-Up,1,1,2,1,1,1,2,1,2
2021-06-28,-0.2878246696951803,0.7809190183816322,0.18259109311741775,0.5394021739130435,0.804950109089736,1.049087222498733,0.9306199911012846,0.5,13.4,0.2243829468960401,Range,0,0,4,4,3,0,0,3,4
2021-06-29,-0.41891404832212764,0.7102286256742749,0.21814930710774588,0.42198100407055633,0.866064741758337,0.9549243247280003,0.8327414479728992,0.8333333333333334,13.0,-2.985074626865669,Range,0,0,4,4,3,0,1,0,4
2021-06-30,-0.17112795227467448,0.8291193588398077,0.09781357882623679,0.47379169503063306,0.8246501800880303,0.9911491944699852,0.7192612383109325,0.9166666666666666,13.05,0.38461538461538325,Range,0,0,4,2,2,0,0,3,4
2021-07-01,-0.2639697229908089,0.5644132653061225,0.14632768361582743,0.49588477366255146,0.7616219017932664,0.9397287591724005,0.8596241777238756,0.6666666666666666,12.84,-1.6091954022988575,Range,0,0,4,4,3,0,0,3,4
2021-07-02,0.2691326530612326,0.6513083410718579,0.842285156250003,0.6030323914541695,0.870542426669922,0.9179623976101978,0.9356088875902039,0.5833333333333334,12.09,-5.841121495327107,Range,0,0,4,4,3,1,0,3,4
2021-07-05,0.7133225630000961,0.5298607142067812,0.861740166865314,0.6826265389876881,0.8567806356303246,1.0080928061617074,0.7532609870536289,0.8333333333333334,12.07,-0.16542597187758634,Trend-Up,1,1,2,1,1,1,2,1,2
2021-07-06,-0.10167768174885738,0.715629099299864,0.15238515901059974,0.3965635738831615,1.0077959191478596,0.9209778507188785,1.0256482781049554,0.75,12.28,1.73985086992543,Range,0,0,4,2,2,0,0,0,4
2021-07-07,0.388159246440023,0.7169553485120802,0.8779095300834447,0.5598349381017882,0.8989387607486387,0.9364267847267097,0.9058980466841093,0.75,12.21,-0.5700325732898914,Range,1,1,2,1,1,1,2,1,2
2021-07-08,-0.9556255962820392,1.2897462471150019,0.221838797140744,0.35318559556786705,0.8631561062533869,0.7527473596853664,0.8264955904975293,0.9166666666666666,13.56,11.056511056511042,Trend-Down,2,3,0,2,2,0,1,0,0
2021-07-09,-0.24224467347834233,0.6252469757422042,0.581549439347595,0.575,0.8174958337291495,0.8150690405925447,0.9775941106279377,0.5,12.94,-4.572271386430682,Range,0,0,4,4,3,0,0,3,4
2021-07-12,0.017845989113962624,0.920497559359193,0.33125649013499564,0.5851137146795313,0.8852563561050222,1.0586374871155813,0.8617240124372239,0.5833333333333334,12.99,0.3863987635239541,Range,0,0,4,4,3,0,0,3,4
2021-07-13,0.7630985305175697,0.4819018046020921,0.8891076115485692,0.5590277777777778,0.8938678278354651,1.0712191661350126,0.7364415624542955,0.75,12.62,-2.848344880677456,Trend-Up,1,1,2,1,1,1,2,3,2
2021-07-14,0.26308549962530403,0.7137022634737692,0.7931948740609835,0.5248275862068965,0.9364066963511498,1.1892014243390203,0.8596418145533143,0.4166666666666667,12.59,-0.23771790808240212,Range,0,0,4,4,4,0,0,3,4
2021-07-15,0.4431072382592438,0.6113336933723538,0.7108371854134614,0.45467128027681664,1.0112719532938774,0.9993165692457572,0.9822994262073603,0.5833333333333334,12.27,-2.5416997617156545,Trend-Up,0,0,4,4,3,0,0,3,4
2021-07-16,-0.005023800253711741,0.5002072421718957,0.5122410546139292,0.49411764705882355,1.0578237110152244,0.9068318158583921,0.8578896732058684,0.4166666666666667,11.71,-4.563977180114087,Range,0,0,4,4,3,0,0,3,4
2021-07-19,-1.0738912543803436,0.8214621264061327,0.3469860896445113,0.4095303867403315,1.0991134331566108,1.4542068398439878,0.9768839241288592,0.8333333333333334,12.68,8.28351836037573,Trend-Down,2,3,0,2,4,0,1,0,0
2021-07-20,-0.763693151519762,0.9589242648140779,0.3572381587725188,0.19576719576719576,1.0621289705641437,0.8563183321594378,0.904548760182323,0.9166666666666666,13.21,4.179810725552069,Trend-Down,2,3,0,2,2,0,1,0,0
2021-07-22,1.2279220322285456,0.6850332247433473,0.9008302583025827,0.7281167108753316,1.097387174401019,1.2027736339040809,0.8798767453512085,1.0,11.89,-9.99242997728993,Trend-Up,1,1,2,1,1,1,2,1,2
2021-07-23,0.2022238301825352,0.8287057621538758,0.6670471841704709,0.4328457446808511,1.1288055299061035,1.0309396568524591,1.3628798266811184,0.6666666666666666,11.76,-1.0933557611438216,Range,0,0,3,0,6,1,0,3,3
2021-07-26,-0.19929301433836422,0.6088679227398132,0.28489880643487936,0.4806924101198402,1.0207512313132248,0.9538903179160854,1.0786919128609531,0.6666666666666666,12.45,5.867346938775508,Range,0,0,4,4,3,0,0,3,4
2021-07-27,-0.4929081263487789,1.146607648073053,0.2517308224868508,0.40212342402123424,1.159446088805201,0.994955190788155,1.1247208003085902,0.8333333333333334,13.23,6.265060240963871,Trend-Down,2,3,0,2,2,0,1,0,0
2021-07-28,-0.23529112911164773,1.6171846155804759,0.7713048612477837,0.3530979347101932,1.106823933451721,0.8954829007964779,0.9883864751422206,0.75,13.69,3.4769463340891926,Range,0,0,3,4,3,0,0,1,3
2021-07-29,0.4395457496785493,0.5041686604197566,0.510999371464499,0.6289140572951366,1.2029114240315508,1.3165709896700284,1.226207109410466,0.6666666666666666,12.95,-5.405405405405405,Range,1,1,3,0,4,1,0,2,3
2021-07-30,-0.09760147543010911,0.7482688946618765,0.15430267062313757,0.5359301544660846,1.2194858166671902,0.8680296765894826,0.959407307088296,0.4166666666666667,12.8,-1.1583011583011449,Range,0,0,4,4,3,0,0,3,4
2021-08-02,0.7745962868860978,0.3666946802516816,0.8669527896995708,0.679384203480589,1.0461263205426812,0.9589325323581286,0.8487221492786367,1.0,12.81,0.07812499999999556,Trend-Up,1,1,2,1,1,1,2,1,2
2021-08-03,1.54609808531867,1.4416564635866234,0.9305525693399282,0.5090664875755541,1.074328221168705,0.9366057153504229,0.866551022990311,0.8333333333333334,13.75,7.338017174082734,Trend-Up,1,1,2,1,1,1,2,1,2
2021-08-04,0.7938254575887704,0.7014662828745116,0.7246821569486965,0.2596026490066225,1.1896750697879466,0.9101848922578867,1.3455775121063491,0.3333333333333333,13.21,-3.9272727272727237,Trend-Up,0,0,3,0,6,0,0,3,3
2021-08-05,0.2201884517922581,0.8539638898776372,0.6058210564139433,0.3229235880398671,1.0396676450418247,0.8627979813451345,1.2601708009452763,0.4166666666666667,12.87,-2.5738077214231714,Range,0,0,3,0,3,0,0,3,3
2021-08-06,-0.34612693775851744,0.69866118165807,0.13133539003967704,0.5555555555555556,0.9726757044042155,0.9192594948333779,1.1187633314640517,0.6666666666666666,12.61,-2.020202020202022,Range,0,0,4,4,3,0,0,3,4
2021-08-09,0.12347427670553746,0.871557516952936,0.5589273112208915,0.3253652058432935,0.8676596685922442,1.006604601042821,0.8646677610197852,0.5,12.61,0.0,Range,0,0,4,4,3,0,0,3,4
