date,nifty_gap_pct,banknifty_gap_pct,market_gap_mean,market_gap_median,gap_up_count,gap_down_count,gap_flat_count,gap_breadth_ratio,gap_skew,gap_std,large_gap_up_count,large_gap_down_count,volume_weighted_gap,gap_vs_vix
2020-03-11,-1.1208971004023516,-0.717427614822419,0.4357092928935393,0.0,669,613,293,0.4247619047619048,7.930972297360494,4.344476353253539,454,404,3.4421762248763104,-0.03639276300007635
2020-03-12,-4.001090032892208,-4.952846215993767,-3.643328020390241,-3.515490255774284,108,1333,133,0.06861499364675985,0.7817836716713208,3.748675017760477,89,1253,-2.596836160433932,-0.12677725072535512
2020-03-13,-5.0317252597717355,-5.216270391700029,-6.830300738545022,-6.666666666666671,86,1376,104,0.05491698595146871,3.440279168146645,6.243373248149213,67,1330,-6.504564809865075,-0.12224794119950767
2020-03-16,-3.6905335904853898,-4.390170246498815,-2.096734362561524,-2.081654437700969,282,1090,200,0.17938931297709923,5.636764969344242,4.891286069627003,217,950,-2.9232057121584116,-0.07170261493074392
2020-03-17,0.9567921369082466,1.0687779612703174,-0.043392290072013624,0.0,661,689,218,0.4215561224489796,7.667807177796061,4.449446106782258,428,528,2.5969072460131986,0.016249866455642775
2020-03-18,1.353845467572956,1.1586470865690313,0.9347105871950928,0.7076858662065311,958,401,205,0.612531969309463,-0.2863325605876294,3.3937838210448974,715,290,5.601723365482874,0.02151351450139768
2020-03-19,-4.788163612318142,-5.593968960457141,-3.1863123324642206,-3.1455591127263705,191,1222,161,0.12134688691232529,-0.20114329231221062,4.448695470085808,150,1110,-2.940330778878157,-0.07486184509565576
2020-03-20,0.2541311437716631,-0.9221500236512581,0.6360686583234211,0.26485054861900004,823,503,237,0.5265515035188739,-0.12813142003238626,4.250593616914428,608,409,2.4594101518139717,0.003519821935895611
2020-03-23,-9.144755272741833,-9.874689924006773,-5.867591836363304,-5.24824421111188,117,1303,128,0.0755813953488372,0.04397795906078747,5.629125453248663,98,1236,-8.158868982660069,-0.13628547351329112
2020-03-24,3.1280181334384594,4.659039523810904,1.5457862649146077,1.0526315789473717,904,471,188,0.5783749200255918,2.780300818738884,6.05289048619495,792,385,4.433828598481865,0.04345073112152326
2020-03-25,-0.8447580774383012,-2.0304197623236764,-1.0262709852097316,-0.7633587786259555,440,878,237,0.2829581993569132,0.7524924364293843,4.623071985797683,325,748,-1.6380379571542791,-0.010103553132858524
2020-03-26,1.6007742385351964,1.6276131496857582,0.9753185308172514,0.7463886183207924,896,433,223,0.5773195876288659,-0.28040880244675775,3.990045162544812,718,334,0.9710253113707125,0.02062056213493748
2020-03-27,3.5601664072580474,6.055399487098412,3.014369686395553,2.848269102839862,1202,194,154,0.775483870967742,4.112632982810024,4.957451293067929,1066,157,4.673908519456801,0.04977165395299941
2020-03-30,-3.167345053549253,-3.5782963593570027,-0.6510018383951286,-0.6136491568500713,442,882,230,0.28442728442728443,-0.2752545407120634,4.355122937182719,353,717,-2.2392687994554237,-0.04499708841524724
2020-03-31,2.9977901486517577,2.796500979640504,2.27030969505361,2.3255813953488413,1144,254,151,0.7385409941897999,-0.4628327584535603,3.92385203219416,1004,189,2.395163370922632,0.04169968213453551
2020-04-01,-0.15876246692447804,-0.11282908483074561,1.0794524843376816,0.4851211898915242,873,448,231,0.5625,0.6330772678564861,3.5453155419773963,648,289,0.14710152697124942,-0.00246487295333765
2020-04-03,1.2448811456541309,0.6409147451581276,1.0645084666358575,0.5555555555555536,883,410,258,0.5693101225016118,-5.4932185575055605,4.197797372438617,684,274,0.8293325686307019,0.02073074347467329
2020-04-07,4.484277196368036,6.987240061915556,3.333365406259951,3.45257385018074,1259,160,140,0.8075689544579859,1.0323760485394988,4.01561044337546,1178,134,5.069012483071959,0.08109000355095906
2020-04-08,-1.17490502945794,-1.3801967213114663,1.1890027687081364,0.25706940874037354,823,505,227,0.5292604501607717,1.0305365788703869,3.5283459792624026,629,314,-0.04456452234835698,-0.022681564275249807
2020-04-09,2.563794827832533,3.202182994703495,2.6246755307935445,2.376641501082033,1258,164,134,0.8084832904884319,0.043320070173163985,3.655714950336418,1083,129,2.727902322429794,0.049077236367391516
2020-04-13,-0.08724854311393804,-0.2947734211794839,2.1595260501823654,1.2886783145310554,1025,295,196,0.6761213720316622,6.572186129667235,4.645246104334287,821,180,1.0982390075423667,-0.0017537395600791565
2020-04-15,2.252094486788181,3.121664614121511,2.2322635847509504,1.6518424396442244,1135,196,194,0.7442622950819672,2.017746735303675,3.7411665537726653,911,133,3.944677220409601,0.043763981476645564
2020-04-16,-0.8296639888855206,-0.5242154478263816,0.8908499364561362,0.2071017519092555,785,503,236,0.5150918635170604,-0.16574603410807925,3.1898795251900145,591,303,0.46076135022458514,-0.016680015860183365
2020-04-17,3.676830353171434,5.1275773195876395,3.1110680039030765,3.012167559828438,1333,100,87,0.8769736842105263,0.0345677821913183,3.03626852754846,1250,71,3.935590606855619,0.07975770831174478
2020-04-20,1.3321822645479875,2.0465199490364627,2.2643318772620527,1.7285531370038631,1241,142,140,0.81483913328956,0.4833328011662859,3.1717189442757068,971,90,1.4570848575975262,0.03127922668579449
2020-04-21,-2.6441801583916735,-3.462515805707367,-0.4358385669563589,-0.8933143291608381,446,933,137,0.2941952506596306,2.057343175171512,3.588477718612074,367,735,-2.016273968339846,-0.06084169715581393
2020-04-22,0.5043729019256205,-0.5275807793666321,0.44063150786326366,0.0,678,590,247,0.44752475247524753,0.07204690835071219,3.2287783731907864,476,372,1.0191783410365474,0.011158692520478328
2020-04-23,0.49035081035779804,0.8603252994008104,1.2396646808955867,0.8250825082508184,999,266,194,0.684715558601782,0.7805237932834435,2.9160751855865352,680,156,3.4019552025859006,0.011451443492708968
2020-04-24,-1.6104961401775864,-2.8138020865455027,-0.07068381188391148,-0.23252922046617108,474,781,199,0.32599724896836313,3.8425570986996185,2.91232991363796,339,472,-1.1664151887290002,-0.04105266735094536
2020-04-27,1.1502665384951705,1.450733024789841,1.4275521853793178,1.1601516401802625,1062,221,179,0.7264021887824897,-0.39826942118435343,2.694468769704067,790,149,1.4164100244048607,0.029403541372575934
2020-04-28,1.1581181388233608,1.7700679492957283,1.2274923794303052,0.9799959587795559,1076,236,143,0.7395189003436426,2.787194293997572,3.016770605383643,717,156,1.898201339174827,0.030444746025850705
2020-04-29,0.29528083659351445,-1.116050911659261,0.9021312985793639,0.7002801120448154,972,298,187,0.667124227865477,3.439950573266532,2.8496067942205934,609,180,0.44427298376995533,0.008350702392350522
2020-04-30,2.095076596167833,2.366027823349226,1.5526891449713058,1.4319809069212486,1165,172,118,0.8006872852233677,-1.1437577796619953,2.6786467581088287,915,117,2.974604929956682,0.06191124693167355
2020-05-04,-3.3103784014036575,-4.735424551301404,-1.57745353233911,-1.5957446808510634,253,1030,173,0.17376373626373626,-0.6078510943967467,3.0813534410030767,193,861,-3.4746287725623732,-0.09739271554585635
2020-05-05,1.4623123688599415,2.043937955049069,1.1820300731257674,1.161826526283316,1047,259,146,0.7210743801652892,-0.8727075302236,2.98570672954358,778,180,1.9314786294855897,0.033485513369817754
2020-05-06,0.23029460328494178,0.15930053056936178,0.6216224858825457,0.37796976241901703,828,411,212,0.5706409372846313,2.920350698345163,3.0765851197644194,512,262,0.35273547513936654,0.0052807751269190965
2020-05-07,-0.3974802877822037,-0.8047911731925872,0.21210221596873596,0.0,625,544,248,0.4410726887791108,0.7093856495162599,2.4645030712778127,362,299,-0.7360218269409069,-0.00963588576441706
2020-05-08,1.9338953478891918,1.8069136765203941,1.295244753047994,1.0785824345146189,1092,195,126,0.772823779193206,0.716121691713122,2.5586492451659772,750,140,1.6514587334252842,0.04843213994212852
2020-05-11,1.0446954547911114,1.3308083026316364,1.0465327566593101,0.872410032715365,995,255,165,0.7031802120141343,1.0948838274530828,2.518551958313822,658,171,1.3359794267544565,0.02719852785189043
2020-05-12,-0.7614295610009592,-1.0506319094482963,-0.054157515529059286,0.0,507,666,240,0.35881104033970274,-0.3439407777577041,2.191108396839059,284,323,-0.002607937996349687,-0.020016549973737096
2020-05-13,4.215167644388407,6.122616677755488,3.211124390233722,3.41526520051747,1231,104,84,0.8675123326286117,-0.07859905345310302,3.012573196471629,1163,83,6.172100819336615,0.11031582424465863
2020-05-14,-1.8074183011759781,-2.2268964270344416,-0.05676896141956334,-0.18691588785046953,470,740,203,0.3326256192498231,1.64800154218879,2.3350092130195774,304,427,-0.7032108912975412,-0.04653497170895927
2020-05-15,0.4336769571518406,0.15890080499252335,0.5539666723335172,0.3996003996004083,822,356,237,0.5809187279151944,-0.3735655227466498,2.233609623099254,467,197,0.49891889017068386,0.011358746913353604
2020-05-18,0.2347636220360272,-0.2062764316566712,0.6171163384029544,0.33471902824459,799,389,230,0.5634696755994358,1.0919734084611832,2.496848016763101,475,214,0.6781856027915103,0.0061747401903215985
2020-05-19,1.569149689740179,2.640099697266285,1.035537429961276,0.9630544379048755,1022,233,157,0.7237960339943342,-1.0758340227702747,2.4552830528541634,688,149,2.474089948811242,0.038346766611441326
2020-05-20,0.11318714734600555,0.0014296947601577514,0.4061367210520375,0.09082652134424496,699,443,267,0.49609652235628104,1.5498094175177244,2.3057892990506668,383,205,1.276978880127023,0.0028691292102916485
2020-05-21,0.1422812425895259,0.3461284066322179,0.6396735737561312,0.3839141453563677,829,339,244,0.5871104815864022,-0.43812792736789913,2.346510671520314,453,173,0.4056408654384773,0.003973226545365146
2020-05-22,-0.421139327385045,-1.019729237500766,0.20788234608951528,0.0,587,565,260,0.4157223796033994,0.381808525134272,2.0710321429795178,333,275,-0.42645124187079164,-0.012765666183238707
2020-05-26,0.6693033160936945,1.4974911597381846,0.926367815052576,0.6568144499178974,936,256,221,0.6624203821656051,-0.19874727535916437,2.379850173556403,569,144,1.1175573765275564,0.020670269181398842
2020-05-27,0.5886555063932652,0.9349009624233684,0.56119309672814,0.4322766570605152,924,365,246,0.6019543973941368,-1.3192149492188376,2.3769001939421956,478,209,0.7699402124404021,0.018705290956252472
2020-05-28,0.5367715339320123,1.1432053039595491,0.8295490284783251,0.5518087063151489,998,288,243,0.6527141922825376,1.0925189521713656,2.2749220740569833,546,164,0.8246375674907584,0.017165703035881427
2020-05-29,-0.7154824501322432,-1.0839967031476605,0.330206931508919,0.0,646,576,312,0.4211212516297262,0.9235260245783226,2.3072785935445776,392,307,3.6047449686076773,-0.023833525987083385
2020-06-01,1.5297015751072562,2.2368472191633515,1.8041589748375733,1.449275362318847,1233,152,155,0.8006493506493506,1.0535335747161096,2.6014771318750016,956,90,1.7928598157491502,0.050618847621021056
2020-06-02,0.5566778443235831,0.8051142540794087,1.1787700397300396,0.7767784137367117,1088,230,223,0.7060350421804024,0.11228253697439522,2.4171083754959932,674,125,1.4312531800931396,0.01810923371254337
2020-06-03,1.294705935404994,2.1256490438475995,1.874975611652611,1.3911386072052445,1259,147,134,0.8175324675324676,0.7454988767560625,2.7536295656854612,909,90,2.7899604367231463,0.04298492481424283
2020-06-04,-0.0725534336160849,-0.03987450276257132,1.0792377153646864,0.4291302963210675,918,363,253,0.5984354628422425,0.9520992896374283,2.5554536375525667,568,160,1.1079423910081179,-0.0024152274838909757
2020-06-05,0.6451226929634624,0.6176911250119543,1.7724411992241913,1.0827882346619244,1198,170,166,0.7809647979139505,1.0551311931884653,2.8640840964999867,803,93,3.5397607952111705,0.02172861882665754
2020-06-08,1.820126896170926,2.8600632294563555,2.9509492609918753,2.145084515006035,1313,113,116,0.851491569390402,1.1157083722286856,3.293370318402668,1090,60,5.628975715872408,0.06346328089856786
2020-06-09,0.13474371646773342,0.5104460916537601,1.837277587077736,0.9110100220450668,1148,211,181,0.7454545454545455,1.4418969721785857,3.114409940169305,727,111,2.1124608684919797,0.004544476103464871
2020-06-10,0.2582950535750861,0.17394535076165063,1.0691324690486697,0.5025125628140614,989,331,217,0.6434612882238127,0.6472432627716452,2.662748724814096,557,168,-0.5168873695776405,0.008549985222611257
2020-06-11,-0.217968298216209,-0.07298543608796892,0.766270662355755,0.2734232592052521,849,397,295,0.5509409474367294,0.6525365603390828,2.4834567726245393,491,213,1.4294484508631364,-0.007403814477452751
2020-06-12,-3.6058372046051224,-4.851852483416696,-3.226647623453498,-3.505355404089594,142,1302,91,0.09250814332247558,0.7136312684155419,3.2107165309820997,113,1234,-6.448652676567539,-0.12157239395162246
2020-06-15,-0.5369551484523005,-0.955721620659844,0.819414828936747,0.38603853182411774,874,414,244,0.5704960835509139,0.9053740374372102,2.6219576136571168,542,215,1.7213198950529525,-0.017422295537063613
2020-06-16,2.049176151706278,2.951604236449734,1.849180940007364,1.6768249866584428,1287,145,95,0.8428290766208252,0.7055353544334028,2.3602226301406586,1050,102,2.31391751097073,0.06289675112665065
2020-06-17,-0.37623562638692265,-0.7846103061088794,0.23300642879075859,0.0,602,657,273,0.39295039164490864,0.8714695830140954,2.3780721080244116,377,345,-0.8500061624747974,-0.011411453636242725
2020-06-18,-0.1811530034459552,-0.3175467471877469,0.7306339170307261,0.23799221116400648,774,424,241,0.5378735232800556,1.1860576607085358,2.2565911045119385,460,180,0.5761837987203003,-0.005430245906653333
2020-06-19,0.2710161371034525,0.06585131917371534,1.3497680532780105,0.8291873963515828,1088,189,156,0.7592463363572924,1.391961513087821,2.560597259440428,630,115,0.9256789796186161,0.008614626099919025
2020-06-22,0.7257623677326075,0.7191361930068751,1.6246223869018073,0.9615384615384581,1121,165,153,0.7790132036136206,1.8759541011194667,2.6175624305065055,698,84,1.6239283611622695,0.024216295219639892
2020-06-23,0.35640856544341126,0.695124226392152,1.4065480900471656,0.8549096238397613,1083,191,167,0.7515614156835531,1.156291681244439,2.525557142384859,662,93,1.2951269215576244,0.011700872141937336
2020-06-24,0.5562983478177852,0.9631752219861678,1.583980298815957,1.0105649977032671,1144,159,138,0.7938931297709924,1.3910304726620866,2.3429025070160288,725,77,2.1322177840912846,0.01896040721942008
2020-06-25,-0.6768361910861387,-0.9742472044355632,-0.09709509290673257,-0.24053677680718755,437,785,213,0.30452961672473866,0.8244213741035826,2.3754577236627967,300,434,-1.2335264146159655,-0.022881548042127747
2020-06-26,0.8747290769664406,1.0643467101270954,1.355300905872011,1.0160880609652923,1142,177,120,0.7936066712995136,0.5464843314237123,2.223785802001954,726,99,0.9099098932955039,0.02942243783943628
2020-06-29,-0.6842916305499269,-1.3917159324844053,0.33127609136060365,0.0,598,632,207,0.41614474599860823,0.9436262238299176,2.487045578569441,368,292,0.9092045851686187,-0.023809729664228497
2020-06-30,0.6807338737830237,0.7739126363593751,0.9781870253636717,0.8191556395715338,1049,243,145,0.7299930410577592,-0.1856988085368844,2.32681923864256,599,156,1.9966598176899466,0.023546657688793625
2020-07-01,0.2106366663107373,-0.0751047606123656,0.5002302307976921,0.3563412642439201,844,387,207,0.5869262865090403,0.527413519544628,2.3370559257123307,412,217,0.11197590410842612,0.007233402002429165
2020-07-02,0.604023950029009,0.7107236458939958,0.7184208096376473,0.5586592178770999,939,288,167,0.6736011477761836,0.7427205887805154,2.2750132775015492,468,163,0.974182544055383,0.0214802258189548
2020-07-03,0.5994294758190577,0.67666672740192,0.7565508924593645,0.5930318754632902,978,240,173,0.7030913012221424,0.2945858862762076,1.9314816308544274,450,128,1.2292034370583342,0.022611447597852042
2020-07-06,1.0982950501303268,1.9153502590104399,0.9489602380128828,0.7552870090634434,1002,205,188,0.7182795698924731,0.6391192367234576,2.111740843106805,555,127,1.1978965367821588,0.04261913271751365
2020-07-07,0.36418872780143996,0.24933611724877736,0.4266665562739912,0.2990698150313831,814,330,248,0.5847701149425287,0.4661348200689245,1.9119784472575965,339,171,0.41589225102058075,0.014451933642914284
2020-07-08,0.17593162741385004,0.32216722644511364,0.64989697441375,0.49040698621942713,868,277,249,0.6226685796269728,0.46123219397950077,2.0583439499009173,421,148,0.5983000382318345,0.007009228183818727
2020-07-09,0.46517058590009874,0.7460819627490345,0.623402738140756,0.4993595987841437,937,277,178,0.673132183908046,0.507057327710621,1.8744077330899096,430,132,0.02334447267131965,0.01782262781226432
2020-07-10,-0.4563760871877154,-0.8130631417196388,-0.00974437755531637,-0.020288126343837032,473,659,260,0.33979885057471265,1.5846059109611528,1.83312866617558,233,252,-0.8283771221797801,-0.018320999084211777
2020-07-13,0.778228184304508,0.9589949304527723,0.8269937360262954,0.7440422196057561,991,232,169,0.7119252873563219,-0.3402289495911522,1.9503445678397873,542,116,0.9495706595264267,0.031204017013011547
2020-07-14,-0.47997259944273507,-0.9581583802075744,-0.17674630511118633,-0.022415688238647258,471,647,276,0.33787661406025826,-20.98157487175495,2.918861991034059,207,276,-0.4761967671891459,-0.01900881581951426
2020-07-15,0.8828783814996077,1.1314871775693902,0.685097279607488,0.662481135996662,975,236,179,0.7014388489208633,0.47869182548011546,1.9202672250063526,490,132,0.32978079739615196,0.03314108038662191
2020-07-16,0.8287657041683216,0.5271604793645857,0.320616677060478,0.24433004965368488,777,372,239,0.5597982708933718,-1.9838909643988447,1.9989161961720165,353,198,0.6009004199629859,0.03152399026885971
2020-07-17,0.11219791526031475,0.05046962214920736,0.49456283254180883,0.41356492969395475,885,299,201,0.6389891696750902,-0.037112797607205525,1.760865351949641,395,158,-0.6124122020268218,0.004424208014996638
2020-07-20,0.8966491464633908,1.5500664639364947,0.8222814867262396,0.5780346820809301,939,241,209,0.6760259179265659,0.3377296603896898,1.802178314645134,463,111,2.809296021189314,0.037112961360239685
2020-07-21,0.9426430295222277,1.4246131033046172,0.8992139966484944,0.7051016175860569,1019,203,169,0.732566498921639,1.8724568490287772,1.9192731297766001,528,108,0.7679935851937792,0.03814824077386595
2020-07-22,0.6177070035163323,1.6548152049863818,0.5695571386335229,0.39486673247779436,869,281,239,0.6256299496040317,-5.785326470589321,2.0265652269871923,367,123,-0.11930324063534549,0.02528477296423792
2020-07-23,0.02155830623573607,-0.1212711842185743,0.3361419094035642,0.2206114087614175,788,364,235,0.5681326604181687,-13.833009552433884,4.270388289573021,327,155,-2.298456364031272,0.0008661432798608304
2020-07-24,-0.5840157996335416,-0.9993978487170763,-0.11167988684732702,-0.20405262005824265,411,737,236,0.29696531791907516,-0.1403919602224083,1.7285855113834858,209,298,-1.2971183841840814,-0.023701939920192434
2020-07-27,0.27559037532998154,0.011252291827079652,0.3408030662350706,0.1954397394136942,739,382,266,0.5328046142754146,-1.0649580607388798,1.9907145708826588,329,189,-1.2107082131251339,0.011230251643438532
