gift_overnight_gap_pct,gift_overnight_range_pct,gift_overnight_oi_change_pct,gift_overnight_volume_conviction,gift_overnight_vol_delta,prev_nifty_return,prev_nifty_return_5d,prev_nifty_return_20d,prev_vix_close,prev_vix_change_pct,prev_ad_ratio,prev_breadth_turnover_weighted,prev_pcr_oi,prev_max_pain_distance_pct,prev_fii_net_idx_fut,prev_fii_net_total,prev_dii_net_total,prev_fii_options_skew,prev_index_divergence_500,prev_index_divergence_midcap,prev_coincident_regime,sp500_overnight_return,usdinr_overnight_change,day_of_week,days_to_monthly_expiry,is_expiry_week,prev_day_range_pct,date,nifty_return,breadth_ratio,vix_change_pct,coincident_truth,next_day_return
,,,,,0.0026562202189049887,0.02566591581314106,,13.91,-2.591036414565821,0.5919778699861687,0.6201008164669882,1.8545579953258198,,13455.0,857698.0,-996776.0,0.37908615295633197,0.0006646660146026402,0.00435766061471839,1.0,-0.0015145327728022643,-0.003299371867725769,2.0,11.0,0.0,0.5302411363581152,2020-01-15,-0.0015369308300235394,0.6044107512060648,1.5097052480229984,Neutral,0.0009883904628422487
,,,,,-0.0015369308300235394,0.026439978877953563,,14.12,1.5097052480229984,0.6044107512060648,0.6259354762259377,1.536121188164262,,4689.0,835165.0,-999019.0,0.37635460991044367,0.002648499581046918,0.010759642814173572,1.0,0.0018701968845122564,0.0017844990564519227,3.0,10.0,0.0,0.6189592734519913,2020-01-16,0.0009883904628422487,0.6006993006993007,0.42492917847025846,Neutral,-0.00025494718951071474
,,,,,0.0009883904628422487,0.011427729434589376,,14.18,0.42492917847025846,0.6006993006993007,0.5806067441831781,1.7910498796993417,,-1939.0,798894.0,-1000254.0,0.39272423057838235,0.0012917608202385334,0.007320657420709393,1.0,0.00836655302646818,-0.0017940278547620354,4.0,9.0,0.0,0.5928533851321274,2020-01-17,-0.00025494718951071474,0.5052337752965806,-0.35260930888574704,Neutral,-0.01034620942573689
,,,,,-0.00025494718951071474,0.007795672606226837,,14.13,-0.35260930888574704,0.5052337752965806,0.5399629326607552,1.1702436287866644,,980.0,802906.0,-1000399.0,0.40274427962659803,0.0011105314843461959,0.004790282811893114,1.0,0.00386216224850125,0.003218418085800748,0.0,8.0,0.0,0.5185248151161609,2020-01-20,-0.01034620942573689,0.3043175487465181,9.058740268931347,Bearish,-0.004474602337100254
,,,,,-0.01034620942573689,-0.008516125892672482,,15.41,9.058740268931347,0.3043175487465181,0.345482847461409,0.651204577569213,,5701.0,793196.0,-1002729.0,0.415795250010975,0.001155305455859337,0.005966570614474451,0.0,0.00386216224850125,0.001255836391553398,1.0,7.0,0.0,1.7473035817269378,2020-01-21,-0.004474602337100254,0.40415224913494807,2.920181700194674,Bearish,-0.0051726192188071935
,,,,,-0.004474602337100254,-0.015567491486212025,,15.86,2.920181700194674,0.40415224913494807,0.5426303629363655,0.5909563474147679,,854.0,753144.0,-990358.0,0.41035124957715485,0.00066938175399868,0.0033880804897113296,0.0,-0.002651977647365576,-5.209082922155894e-05,2.0,6.0,0.0,0.556703656988377,2020-01-22,-0.0051726192188071935,0.3777932960893855,3.1525851197982346,Bearish,0.006066788360356551
,,,,,-0.0051726192188071935,-0.019152090607860106,,16.36,3.1525851197982346,0.3777932960893855,0.39043562953872085,0.5203172333194938,,-8113.0,715900.0,-989463.0,0.41047487034868435,0.0011125644506208739,0.003148281849388339,0.0,0.00028907607111800686,0.0019568912507015174,3.0,5.0,1.0,1.1328250832170055,2020-01-23,0.006066788360356551,0.6033755274261603,-3.0562347188264063,Bullish,0.005574552455389183
,,,,,0.006066788360356551,-0.014175873092954525,,15.86,-3.0562347188264063,0.6033755274261603,0.8210957561143225,0.8346314088584827,,-14538.0,717431.0,-983928.0,0.3883999414919013,0.0014128537427900894,0.006595846648461068,2.0,0.0011409766124783622,-0.001291219045850765,4.0,4.0,1.0,0.7791237526015232,2020-01-24,0.005574552455389183,0.590749824807288,-1.8915510718789341,Bullish,-0.010552527912150715
,,,,,0.005574552455389183,-0.008427546175424138,,15.56,-1.8915510718789341,0.590749824807288,0.7200257675174733,1.3017143519761736,,-21679.0,699453.0,-984407.0,0.3907741982903911,0.0006421438145931642,0.0023107039836140607,2.0,-0.009042160974207373,0.0034173258215208554,0.0,3.0,1.0,1.0001428775539363,2020-01-27,-0.010552527912150715,0.36772853185595566,10.411311053984571,Bearish,-0.005214951728690546
,,,,,-0.010552527912150715,-0.008634264655958648,,17.18,10.411311053984571,0.36772853185595566,0.42178868343003856,0.8867806390649798,,-45849.0,667580.0,-996165.0,0.39611816345978185,0.002212335324112559,0.00904714040464237,0.0,-0.01573071165918236,5.6053655757384375e-05,1.0,2.0,1.0,0.9043650466210115,2020-01-28,-0.005214951728690546,0.29573590096286106,0.6984866123399359,Bearish,0.006113240100200794
