overnight_gap_pct,overnight_gap_pct_z20,overnight_range_pct,overnight_range_pct_p20,overnight_range_pct_p60,overnight_oi_change_pct,overnight_oi_change_pct_z20,overnight_volume_conviction,overnight_vol_delta,overnight_vol_delta_z20,fii_net_idx_fut,fii_net_idx_fut_delta5,fii_net_idx_fut_z20,fii_net_idx_fut_p60,fii_net_stk_fut,fii_net_stk_fut_delta5,fii_net_stk_fut_z20,fii_options_skew,fii_options_skew_z20,fii_options_skew_ratio,fii_dii_divergence,fii_dii_divergence_z20,client_vs_fii_divergence,client_vs_fii_divergence_z60,fii_acceleration_1d,fii_acceleration_1d_z20,fii_acceleration_3d,fii_acceleration_3d_z20,fii_acceleration_5d,fii_acceleration_5d_z20,pcr_oi_near_month,pcr_oi_next_month,max_pain_distance_pct,oi_concentration_atm,buildup_class,buildup_intensity,vix_overnight_gap_pct,vix_overnight_gap_pct_z20,turnover_weighted_breadth,turnover_weighted_breadth_z20,leadership_concentration,leadership_concentration_p60,cross_sectional_dispersion,cross_sectional_dispersion_z20,volume_concentration,volume_concentration_p60,iv_rv_spread,iv_rv_ratio,iv_rv_spread_z60,overnight_vs_session_vol,overnight_vs_session_vol_z20,nifty500_vs_nifty50_return_5d,midcap150_vs_nifty50_return_5d,smallcap250_vs_nifty50_return_5d,index_breadth_divergence,date,availability_regime,missing_count,nifty_return,breadth_ratio,vix_change_pct,coincident_truth,next_day_return,predictive_truth
,,,,,,,,,,-48562.0,-40449.0,-2.0411847636863465,,419169.0,-11306.0,-1.53982938969034,-164645.0,-0.5950361110938647,0.40400861470867055,1640740.0,-1.7876299681015748,-103503.0,,5103.0,0.9313844807576775,-26883.0,,-40449.0,,0.9236546163129453,0.9236546163129453,-0.5778688524590163,34.61842767747968,,,-0.014450867052030514,,0.6676693782798321,0.5292540306921516,28.376099070985994,,2.76191531849959,-0.9571637977559729,49.90521476404722,,3.9278139972961466,1.3124209263569124,,,,0.004396490822266648,0.018326906291706503,0.007292577326246833,1.0,2020-01-29,pre_ix,22,0.006113240100200794,0.5538461538461539,-4.624277456647403,Bullish,-0.007724968053093757,Bearish
,,,,,,,,,,-75442.0,-60904.0,-2.547188155724828,,349675.0,-83887.0,-2.543389782744297,-112014.0,1.7785187804424598,0.3855051250495742,1384817.0,-3.3132908716816685,-28285.0,,-26880.0,-2.179041636775088,-29593.0,,-60904.0,,1.0375666290014376,1.0375666290014376,-0.5305785123967002,32.70841075908204,,,-0.015151515151522903,-0.3294722374817131,0.3014851921941803,-1.2437286791842204,27.588532084386973,,2.5977320783920117,-1.4132779792694103,52.48846667209834,,4.365055808929634,1.3510313952244528,,,,0.0016692991689892158,0.012084226197419045,0.0026714162406262683,0.0,2020-01-30,pre_ix,21,-0.007724968053093757,0.22805805114029026,1.8181818181818226,Bearish,-0.006123398527725529,Bearish
,,,,,,,,,,-101363.0,-79684.0,-2.645989448385011,,323951.0,-110800.0,-2.415999637952731,-113766.0,1.7112437347025689,0.3990992493153018,1353376.0,-2.6652437385384724,108152.0,,-25921.0,-1.8176575111548017,-47698.0,-1.9708574836453414,-79684.0,,1.0247148765509462,1.179120390937361,-1.1396694214876002,32.74437951866891,,,-0.014880952380959994,-0.33582893302893824,0.3795216037230309,-0.8342699939995486,30.84325023128501,,2.632369566833573,-1.1665280908968858,52.355009009781774,,4.861741745561471,1.388682552491774,,,,0.0013220003359301,0.01139357813650172,0.008353051479524877,0.0,2020-01-31,pre_ix,20,-0.006123398527725529,0.3408769448373409,3.3928571428571446,Bearish,-0.021250449335819023,Bearish
,,,,,,,,,,-107442.0,-61593.0,-2.268716896379426,,327112.0,-98413.0,-1.978857286476269,-99031.0,2.18789757254627,0.42851512478507114,1345521.0,-2.2039417450294874,222623.0,,-6079.0,-0.07966804270513296,-58880.0,-2.1522865877448543,-61593.0,,0.9899397191201901,1.1407378041146767,-2.4341666666666697,27.74635247682356,,,-3.0800230282095575,-181.68683270090182,0.5672620713886689,0.026870276537482186,28.677962613699957,,3.3376170999337207,1.1134786498369245,49.48076743940308,,2.832972527889355,1.2188125833510355,,,,-0.0009844555016626719,0.008276916022669386,-0.005889662513377421,0.0,2020-02-03,pre_ix,20,-0.021250449335819023,0.3693379790940767,-9.153713298791027,Bearish,0.023210823461081834,Bullish
,,,,,,,,,,-104008.0,-50343.0,-1.8585020712415559,,350736.0,-57597.0,-1.427355206267433,-100990.0,1.8006830568781707,0.4296274204293013,1385186.0,-1.694050395636545,107825.0,,3434.0,0.8520106625234573,-28566.0,-0.6099138237026824,-50343.0,-0.9630932446742958,1.118184008121548,1.1686586203512903,-0.16958333333333636,34.33053756016328,,,0.015842839036763492,0.25879028615034433,0.8353051341120789,1.572659606790773,25.094343677227933,,4.237776869288752,2.839709027714692,46.29296571560585,,-1.0393690938963704,0.9325932800773414,,,,-0.004118460554648487,-0.007133617441484824,-0.013820507600079118,0.0,2020-02-04,pre_ix,19,0.023210823461081834,0.7302816901408451,-8.871989860583007,Bullish,0.009140500765882142,Bullish
,,,,,,,,,,-109492.0,-60930.0,-1.7180444500389602,,356012.0,-63157.0,-1.2137306759574165,-121610.0,0.9080216328626008,0.4174215365393234,1390398.0,-1.469797596129909,91618.0,,-5484.0,-0.020695005580347838,-8129.0,0.3905454205705447,-60930.0,-1.2163320522787757,1.2524408779714322,1.2430355958434667,0.7429166666666636,32.14262100616455,,,0.0,0.23320910570949913,0.7798344754519692,1.12512315938014,28.104294943300896,,3.348741797777927,0.6456218932937328,50.33012358024094,,-1.5812450769873418,0.8996114231440948,,,,-0.0024630152204872086,-0.0021931378206216556,-0.009613559629885762,0.0,2020-02-05,pre_ix,19,0.009140500765882142,0.5780918727915194,-1.4603616133518835,Bullish,0.00403667751661623,Bullish
,,,,,,,,,,-108276.0,-32834.0,-1.495003789826563,,365710.0,16035.0,-0.9702055608929179,-108903.0,1.2833867075592913,0.41085902034388316,1398912.0,-1.2755979580480417,-55750.0,,1216.0,0.714990295111464,-834.0,0.8076743387108557,-32834.0,-0.19932146198169207,1.2241208345848265,1.2373092710299798,1.1495833333333394,33.50747469739546,,,0.017642907551160922,0.2588745470410151,0.6964344670187875,0.7419895351536033,27.33680170913716,,3.333878733537954,0.6333593654222684,46.36897405819765,,-0.9640279995397165,0.9346156966352878,,,,8.205954153584112e-05,-0.0011715465766873497,-0.0016077902188920854,1.0,2020-02-06,pre_ix,19,0.00403667751661623,0.5893482831114225,-2.7522935779816553,Bullish,-0.003262494902351745,Bearish
,,,,,,,,,,-112510.0,-11147.0,-1.4129982225038222,,370726.0,46775.0,-0.8088875840437189,-121800.0,0.7565113350504121,0.4093647495847745,1415948.0,-1.0706798123101913,-58199.0,,-4234.0,0.2031731222668611,-8502.0,0.4527307672153714,-11147.0,0.6158228320126685,1.2006770379196472,1.233726250616591,0.8195833333333364,33.97397167685294,,,0.0,0.23184899082606691,0.5955043329374382,0.13156592096985842,22.113971444951027,,3.1923922851801607,0.29527824227341637,48.786508887490776,,-0.9629151700298753,0.9345530672268587,,,,0.0027355712089386797,0.008191801154825479,-0.00014176288932426714,1.0,2020-02-07,pre_ix,19,-0.003262494902351745,0.49297752808988765,-0.21770682148040174,Neutral,-0.005525546872094158,Bearish
,,,,,,,,,,-116888.0,-9446.0,-1.3511399588996955,,378310.0,51198.0,-0.6150760963115909,-145536.0,-0.13630293441934255,0.39460206369530076,1436640.0,-0.8697133984848575,-21624.0,,-4378.0,0.23222051908247482,-7396.0,0.6326404465521986,-9446.0,0.7790695088533487,1.2093382807668522,1.5819425166728731,0.2625,36.11459062281316,,,-0.018181818181814566,0.20404907763834124,0.32503456236660644,-1.3567812619590571,22.311251698749178,,3.714501363312835,1.4624699266505061,47.56097277042646,,-0.3861817193414403,0.9735422779212382,,,,0.0029391109421900985,0.0008071825648220954,0.0036472455391916223,1.0,2020-02-10,pre_ix,19,-0.005525546872094158,0.3259361997226075,3.3454545454545515,Bearish,0.006349997922121068,Bullish
,,,,,,,,,,-101323.0,2685.0,-0.9410605655403383,,389969.0,39233.0,-0.3487293906515727,-146194.0,-0.2463193629608456,0.3950774822155493,1490475.0,-0.5063925946249391,-57247.0,,15565.0,2.0194588185987636,6953.0,1.4324553271391238,2685.0,1.2555442358494668,1.2169876203576342,1.5242753094230053,0.8991666666666636,35.15535767164432,,,0.0,0.2305143478420026,0.7052117974877061,0.8420706593484288,24.85382834359878,,3.289297124371071,0.4477454808927864,46.96111475193071,,-0.9028713683171841,0.9389244926900854,,,,0.0028941947860883985,0.0074597109022184315,0.0029528721214102487,1.0,2020-02-11,pre_ix,19,0.006349997922121068,0.42676944639103015,-2.3223082336382834,Neutral,0.007705712799081682,Bullish
,,,,,,,,,,-88404.0,21088.0,-0.5976673056493078,,396482.0,40470.0,-0.1518389947749364,-159806.0,-0.9149029125569343,0.3889517382083404,1531702.0,-0.20003790771424762,-50778.0,,12919.0,1.55397266554675,24106.0,2.0507997278459813,21088.0,1.8692350164612583,1.2897287087508376,1.5085731348913232,0.8363636363636424,36.33522673790751,,,0.0,0.2278447944674749,0.5706128109359777,0.07882223007023027,28.117017812028234,,3.564598967556705,1.0828330360701632,51.46459524225474,,-1.4800919296924615,0.9019812636516441,,,,-0.0006517203936862483,-0.003621284485138148,-0.005594434267473164,-1.0,2020-02-12,pre_ix,19,0.007705712799081682,0.3702928870292887,-1.873198847262259,Neutral,-0.0021760154738879036,Neutral
,,,,,,,,,,-105522.0,2754.0,-0.8753876305369723,,403163.0,37453.0,0.0748092253755417,-130637.0,0.31368716995857593,0.39744227855454983,1499975.0,-0.3172904117275176,-106847.0,,-17118.0,-1.0253657608892575,11366.0,1.2828690130544167,2754.0,1.1343958894544097,1.253183935252348,1.5052520848261248,0.6169421487603276,36.99633513442077,,,0.018355359765060787,0.25590617610145017,0.5564676509617619,0.0035947151018449076,27.53477858831781,,3.5708686546103077,1.012933468674273,46.097272569294375,,-1.7283433437461326,0.885527616878442,,,,-0.0016691436821972172,-0.00418082768086868,-0.008529562702220064,-1.0,2020-02-13,pre_ix,19,-0.0021760154738879036,0.4244755244755245,-1.8355359765051396,Neutral,-0.005026838553880309,Bearish
,,,,,,,,,,-103516.0,8994.0,-0.751267843109316,,394867.0,24141.0,0.0031019385966383818,-138492.0,-0.026505816646108054,0.39869888203918863,1503725.0,-0.21443428398919234,-65840.0,,2006.0,0.6227098047494715,-2193.0,0.6067680656324099,8994.0,1.2808688478256465,1.1672860815277268,1.5504928122259056,0.11115702479339445,38.818982228307284,,,0.0,0.22781529762702735,0.33396725231705354,-1.1825286112404076,30.559280215787908,,4.092627081842185,1.89010153220473,71.7154263445295,,-1.5534054592042121,0.8976231497022368,,,,-0.00521780635263815,-0.016243245566130396,-0.012960800757591453,-1.0,2020-02-14,pre_ix,19,-0.005026838553880309,0.3203342618384401,1.8698578908002992,Bearish,-0.005584701303097091,Bearish
,,,,,,,,,,-96320.0,20568.0,-0.5102703898645513,,384067.0,5757.0,-0.1614346381373063,-141608.0,-0.14440060725793522,0.3966763174484578,1516485.0,-0.03550191317794236,5824.0,,7196.0,1.0478123277772518,-7916.0,0.3624218731836549,20568.0,1.5443582383254202,1.1261946591707659,1.6523549684089605,-0.44793388429752673,33.00694909232129,,,-0.036710719530095484,0.17581240712413376,0.2669346264996231,-1.4902199977235921,30.29129334628892,,3.2112712703851956,0.07203959096938062,65.0154205148322,,-0.4506712829811015,0.9696939516444777,,,,-0.006683411320537832,-0.018323992349432373,-0.01739089908720181,-1.0,2020-02-17,pre_ix,19,-0.005584701303097091,0.2604166666666667,5.873715124816452,Bearish,-0.004424778761061887,Bearish
