date,return_pct,cir,breadth_ratio,range_pct,range_ratio,vol_zscore,vix_level,vix_change_pct,label_e1,label_e2,label_e3
2021-02-24,0.01864316893077156,0.9062117235345607,0.668848167539267,1.907288746495795,1.23275704008887,-1.841562701745645,24.17,-4.201347602061034,Trend-Up,Trend-Up,Trend-Up
2021-02-25,0.007699239086904397,0.28789923526765726,0.6638214051214708,0.7362219197408792,0.48727559676464605,0.5773015761269248,22.89,-5.2958212660322745,Range,Range,Range
2021-02-26,-0.037635744021301765,0.13593092760681766,0.24786885245901638,3.108922407711399,1.9454314447531085,2.148808012936816,28.14,22.935779816513758,Trend-Down,Trend-Down,Trend-Down
2021-03-01,0.015995429877177836,0.7310549777117384,0.6927631578947369,1.1397854561343492,0.8133225373729557,-1.0035959259112706,25.63,-8.919687277896237,Trend-Up,Trend-Up,Trend-Up
2021-03-02,0.010672998431736636,0.7982854261220385,0.6407894736842106,1.3291686495834272,0.9737055314134245,-0.21555265817394478,23.61,-7.881388997268823,Trend-Up,Trend-Up,Trend-Up
2021-03-03,0.02188469813862759,0.9006670272219245,0.6533158240315168,1.8192134123943982,1.3676878505825076,-0.5315500866568871,22.09,-6.437950021177463,Trend-Up,Trend-Up,Trend-Up
2021-03-04,-0.010812955869234475,0.45262210218320703,0.5375,1.4730699733103436,1.089250910160701,-0.5250908134975639,24.15,9.325486645540959,Trend-Down,Trend-Down,Trend-Down
2021-03-05,-0.009459078626726125,0.3300760043431053,0.22526041666666666,1.5413606817466745,1.1071574543793423,0.11306219845358106,25.56,5.838509316770191,Trend-Down,Trend-Down,Trend-Down
2021-03-08,0.0012116668117096996,0.18980392156863315,0.5386125654450262,1.2787339029967504,0.9038920528392843,-0.22983459746615592,24.68,-3.4428794992175216,Range,Range,Range
2021-03-09,0.009507762666987496,0.8587388282025781,0.3543563068920676,1.3339161765485061,0.9499327877744483,0.38705134472015557,22.5,-8.833063209076176,Trend-Up,Trend-Up,Trend-Up
2021-03-10,0.005060138822656768,0.6288265306122337,0.5731070496083551,0.7749690275983891,0.5644551639727868,-1.1793365437950056,20.75,-7.777777777777772,Trend-Up,Range,Range
2021-03-12,-0.009479531855444479,0.20211654037104934,0.35949868073878627,2.5460799217614247,1.729150899705177,-0.6295100666827504,21.71,4.6265060240963995,Trend-Down,Trend-Down,Trend-Down
2021-03-15,-0.00674940705677296,0.6070071062634278,0.3157208088714938,2.0265246659298652,1.3250848571115708,-0.7735841353888719,21.23,-2.210962690004603,Range,Range,Range
2021-03-16,-0.0012759971867778441,0.12301957129543958,0.4698874917273329,1.0794442823657282,0.6951432828730031,-0.9488443022600126,20.19,-4.898728214790382,Range,Range,Range
2021-03-17,-0.012685733830971047,0.09692898272552783,0.1544980443285528,1.7695448092220116,1.1081216168791808,-0.4929134081855111,20.16,-0.14858841010402246,Trend-Down,Trend-Down,Trend-Down
2021-03-18,-0.011102959657095401,0.1998234997478566,0.17391304347826086,2.7243033827110485,1.6009041919793339,-0.11981305867412653,20.08,-0.3968253968254065,Trend-Down,Trend-Down,Trend-Down
2021-03-19,0.012786915650319308,0.8990071893187264,0.5443708609271524,2.9717173087357542,1.6786873940403997,2.005078837572966,19.99,-0.44820717131474064,Trend-Up,Trend-Up,Trend-Up
2021-03-22,-0.0005154639175257714,0.8343872327612157,0.5579086697551291,1.1268016611926879,0.6460649566663719,-0.4692882441289463,20.49,2.5012506253126565,Range,Range,Range
2021-03-23,0.005316766645856452,0.6279137529137516,0.6117021276595744,1.158305067584673,0.6951730843241726,-0.3546199985850595,20.67,0.8784773060029449,Trend-Up,Trend-Up,Trend-Up
2021-03-24,-0.01791120336151475,0.06625258799171664,0.18467583497053044,1.4938760361252035,0.8778980531545373,-0.35879745936929874,22.46,8.659893565553944,Trend-Down,Trend-Down,Trend-Down
2021-03-25,-0.015430189561081553,0.19440874035989672,0.13743455497382198,2.1724409943524963,1.2505399785013238,0.38885615799062284,22.7,1.0685663401602818,Trend-Down,Trend-Down,Trend-Down
2021-03-26,0.012733073180266397,0.5865111881500125,0.6312997347480106,1.0935873663603817,0.6314993382491949,-0.23655728355112074,20.65,-9.03083700440529,Trend-Up,Trend-Up,Trend-Up
2021-03-30,0.023284829017115705,0.8793969849246268,0.5566600397614314,1.7426625620575065,1.0708778756299695,0.6407058436689258,20.65,0.0,Trend-Up,Trend-Up,Trend-Up
2021-03-31,-0.010400738290749056,0.1425087108013988,0.48376408217362493,0.9768084570510596,0.5970708163435134,-0.6599142965102391,20.65,0.0,Trend-Down,Range,Trend-Down
2021-04-01,0.012024614211712192,0.9169069462647426,0.8435462842242504,1.2830127763185772,0.7949158722717093,-0.4840151210522565,19.99,-3.1961259079903104,Trend-Up,Trend-Up,Trend-Up
2021-04-05,-0.015439873279367244,0.45676956577430283,0.259526938239159,2.666725874106767,1.5892920759326197,0.11306126177306193,21.22,6.153076538269131,Trend-Down,Trend-Down,Trend-Down
2021-04-06,0.0031220538605529757,0.5341130604288498,0.6023856858846919,1.3974869751762231,0.8383551569873174,-0.05021230082810708,20.84,-1.790763430725728,Trend-Up,Trend-Up,Range
2021-04-07,0.009231450267306762,0.7358121330724058,0.7001338688085676,1.551718902358781,0.9395301327885556,-0.012777135794389986,20.25,-2.831094049904026,Trend-Up,Trend-Up,Trend-Up
2021-04-08,0.0036945688151399647,0.3232137381171367,0.648307896483079,1.096222888569157,0.6700501356127203,0.22414525780469957,20.31,0.2962962962962834,Range,Range,Range
2021-04-09,-0.0026186986513196953,0.3704819277108458,0.5468540829986613,0.8951893682780823,0.5535409111750287,0.1877153303460083,19.79,-2.5603151157065462,Trend-Down,Trend-Down,Range
2021-04-12,-0.035325601539617946,0.15378900445764898,0.048239895697522815,2.821645191044521,1.5883880103847041,1.4377269571700713,23.0,16.220313289540165,Trend-Down,Trend-Down,Trend-Down
2021-04-13,0.013556195321016373,0.905118110236219,0.7764628533859304,1.7511444487342123,1.0250822285449082,0.9772373098928814,20.46,-11.043478260869566,Trend-Up,Trend-Up,Trend-Up
2021-04-15,0.005284457558877076,0.9341109064866027,0.36845593108018554,1.6757592694827916,0.9978560490045886,0.6082078598516805,20.89,2.101661779081132,Trend-Up,Trend-Up,Trend-Up
2021-04-16,0.002496322382204763,0.42429704397981294,0.6137281292059219,0.9488399456828516,0.568996461719915,0.6362296166391412,20.4,-2.3456199138343847,Range,Range,Range
2021-04-19,-0.017677018166146197,0.880303823991626,0.14566929133858267,1.329438105219905,0.794481495739389,0.01232144853486688,22.49,10.245098039215694,Range,Range,Range
2021-04-20,-0.00439083669639162,0.2787423744720787,0.5813797722705961,2.2358775635824504,1.351957197538442,-0.3896904919359176,22.43,-0.2667852378834934,Trend-Down,Trend-Down,Range
2021-04-22,0.0076767577851766244,0.9319553685750857,0.6066225165562914,1.8974535181155296,1.1978790069896377,0.28999364155357993,23.03,2.6749888542131117,Trend-Up,Trend-Up,Trend-Up
2021-04-23,-0.00449807894545029,0.3622571200425923,0.5291359678499665,1.309848793872267,0.8192860413895385,-0.38044572969772517,22.69,-1.4763352149370412,Trend-Down,Trend-Down,Range
2021-04-26,0.010016490776670217,0.4676945668135124,0.6746347941567065,0.9402830514325213,0.5986418477902586,-0.8335369656638232,23.5,3.569854561480823,Range,Range,Range
2021-04-27,0.011601656886434109,0.9206349206349201,0.7196731615336267,1.2468393952112284,0.809185831497122,-0.9258485398291308,23.08,-1.7872340425531985,Trend-Up,Trend-Up,Trend-Up
2021-04-28,0.014433855067716328,0.8684075780849932,0.6426351771286514,1.3138641936688247,0.8877777146428746,-0.6095907916545407,22.58,-2.166377816291165,Trend-Up,Trend-Up,Trend-Up
2021-04-29,0.0020417705211392967,0.34993475424097015,0.42581047381546133,1.5434813258229303,1.0284052784611932,0.20659390916523865,23.31,3.2329495128432306,Range,Range,Range
2021-04-30,-0.017710760058812003,0.1158620689655158,0.4098565190268247,1.7343193608136094,1.1363509141187405,1.6333195140662244,23.03,-1.2012012012011963,Trend-Down,Trend-Down,Trend-Down
2021-05-03,0.0002084600611027554,0.8458850931676992,0.612042209807573,1.7602662266001126,1.1248539894981622,-0.9657132339703669,23.69,2.8658271819365977,Range,Range,Range
2021-05-04,-0.009406080981813059,0.13363879343260804,0.3809226932668329,1.8066429827889463,1.1261367789650192,-0.3548925195348673,23.01,-2.8704094554664383,Trend-Down,Trend-Down,Trend-Down
2021-05-05,0.008370986100093125,0.847296268088352,0.6389756402248594,0.8982169060429492,0.5978712504980332,-0.8953533786529629,21.96,-4.563233376792697,Trend-Up,Range,Trend-Up
2021-05-06,0.007316397418224874,0.8557401812688791,0.5500625782227785,0.8991633163098965,0.6130410121658995,-0.7421449630417253,22.04,0.36429872495444826,Trend-Up,Range,Trend-Up
2021-05-07,0.006679207866999937,0.5909789851358285,0.5664379288833438,0.6580922408529852,0.46596052113062575,-0.12481870335176216,20.82,-5.535390199637014,Trend-Up,Trend-Up,Trend-Up
2021-05-10,0.008041475664754216,0.6700268817204382,0.688463911165947,0.4979136481209424,0.3630685145422588,0.33312764546662044,20.23,-2.833813640730065,Trend-Up,Trend-Up,Trend-Up
2021-05-11,-0.006130227173101965,0.6170295489891147,0.6008663366336634,0.8659495311684619,0.6282057544819523,1.9185225713310303,19.83,-1.9772614928324383,Range,Range,Range
2021-05-12,-0.0103866808073666,0.26842558072841793,0.4205665024630542,1.1863368829313004,0.902257584578556,2.041351072881636,20.08,1.2607160867372569,Trend-Down,Trend-Down,Trend-Down
2021-05-14,-0.001272411798727613,0.5445324881141023,0.3396805896805897,1.0747523470819877,0.8372031312193189,1.729777926105608,20.27,0.9462151394422413,Range,Range,Range
2021-05-17,0.01671572033956048,0.9301669409828338,0.7123372597644141,1.424967248871717,1.1381395846713755,0.657729969958854,19.61,-3.2560434139121908,Trend-Up,Trend-Up,Trend-Up
2021-05-18,0.012393496011230853,0.6884019241047583,0.630569306930693,0.6192042679092624,0.5068194438801044,1.252718093867141,19.24,-1.8867924528301883,Trend-Up,Trend-Up,Trend-Up
2021-05-19,-0.0051594839854118835,0.1710156563629016,0.55980271270037,0.8286677112337487,0.6871155490580058,1.0355348716485941,19.32,0.4158004158004269,Trend-Down,Trend-Down,Trend-Down
2021-05-20,-0.008256737291377658,0.11438615467820269,0.473015873015873,1.2404359303772605,1.0594318946870835,-0.46778444072919956,19.65,1.7080745341614856,Trend-Down,Trend-Down,Trend-Down
2021-05-21,0.018063135438295186,0.9279941219691367,0.6316124920331422,1.3452781823094082,1.1933885746854316,0.9423110045208185,19.08,-2.900763358778624,Trend-Up,Trend-Up,Trend-Up
2021-05-24,0.0014760828451498842,0.47157039711191645,0.6084756483238457,0.7290576863604313,0.6626199802649256,0.8598477663609484,19.13,0.2620545073375391,Range,Range,Range
2021-05-25,0.0007073438744020777,0.3453430433116201,0.5037783375314862,0.8577468446817442,0.7814769885129834,-1.401551485535566,18.84,-1.5159435441714497,Range,Range,Range
2021-05-26,0.006115021583396052,0.8523409363745572,0.6248423707440101,0.8165892774867669,0.7617044623262571,-1.8528072967454599,20.87,10.774946921443739,Trend-Up,Range,Trend-Up
2021-05-27,0.0023788595198495077,0.5832217759928674,0.510705289672544,0.7305456762192828,0.7008490875826777,1.996321530392117,19.91,-4.59990416866316,Trend-Up,Trend-Up,Range
2021-05-28,0.0063763826090357245,0.5460614152202915,0.360779384035198,0.48524033649376375,0.4923501668008732,-0.8240721910156283,17.4,-12.606730286288304,Trend-Up,Range,Range
2021-05-31,0.00953312623699043,0.8986442866365352,0.55239898989899,1.4910670739533356,1.5381560001986063,-0.7502837794586864,16.89,-2.93103448275861,Trend-Up,Trend-Up,Trend-Up
2021-06-01,-0.000510177888440988,0.3514533786334529,0.3356379635449403,0.8504094742485528,0.9147099447513884,-1.050704757101999,17.39,2.960331557134399,Range,Range,Range
2021-06-02,8.667820235830348e-05,0.8455668604651166,0.7282471626733922,0.8833990318562959,0.9928924486777119,-0.804457040948538,17.21,-1.035077630822312,Range,Range,Range
2021-06-03,0.007328488334767069,0.8432518597236988,0.6941778630838131,0.5997316822123175,0.6882428231852298,-1.0040014691784511,15.75,-8.483439860546193,Trend-Up,Range,Trend-Up
2021-06-04,-0.0012810421692314167,0.43056179775280573,0.5536977491961415,0.7099440021697165,0.8200195330495529,-0.9428692124613467,15.94,1.206349206349211,Range,Range,Range
2021-06-07,0.005194556564189989,0.7713686418458205,0.7091836734693877,0.6053334095158308,0.7033915497113807,-1.039577411026264,15.57,-2.321204516938513,Trend-Up,Range,Trend-Up
2021-06-08,-0.0007332565159839932,0.6082995951417086,0.5275288092189501,0.6276961391604835,0.7223410283124011,-0.8730267877616363,15.23,-2.1836865767501545,Range,Range,Range
2021-06-09,-0.0066549767790548,0.2930849925069596,0.3020221787345075,1.4937305528817781,1.6444287977468854,0.012436510238277883,14.75,-3.151674326986209,Trend-Down,Trend-Down,Trend-Down
2021-06-10,0.006549261769004167,0.8686131386861314,0.8155149934810951,0.6528887547457546,0.7421719816533648,-1.552168756881537,15.0,1.6949152542372836,Trend-Up,Range,Trend-Up
2021-06-11,0.003914155454242119,0.5778425655976803,0.4973753280839895,0.5427438470569992,0.6359153101709375,-0.748073318613517,14.1,-6.000000000000005,Trend-Up,Range,Range
2021-06-14,0.0007911717887127967,0.9482798429923853,0.4151436031331593,1.3695424634056057,1.603598933649285,-0.3273828763845775,14.72,4.397163120567393,Range,Range,Range
2021-06-15,0.0036301887508418673,0.45354729729729787,0.5971223021582733,0.3730485057579957,0.4440360779313376,-1.0077747883562531,14.61,-0.7472826086956652,Range,Range,Range
2021-06-16,-0.00640862044520063,0.18047016274863587,0.3161668839634941,0.8768007712041503,1.0316586758203832,-0.8047201147840378,14.87,1.7796030116358663,Trend-Down,Trend-Down,Trend-Down
2021-06-17,-0.0048295391484409755,0.48918741808649713,0.30727396329027873,0.9725072332615341,1.1526332685008618,-0.578414550017887,15.29,2.824478816408882,Trend-Down,Trend-Down,Trend-Down
2021-06-18,-0.0005130198707571365,0.7483902124919525,0.24915139171758316,1.9804442290709596,2.2553824928293955,2.3465969290668345,14.8,-3.2047089601046297,Range,Range,Range
2021-06-21,0.004026563202377043,0.9281310211946064,0.6336295283663704,1.6479852665671737,1.7878057182225273,-0.5343302309697899,15.06,1.75675675675675,Trend-Up,Trend-Up,Range
2021-06-22,0.0016670371193598932,0.1437521754263814,0.6066576086956522,0.910747967221947,0.9851862012207641,-0.7387775837661326,14.74,-2.1248339973439556,Range,Range,Range
2021-06-23,-0.005439761614176253,0.06878306878306878,0.36953551912568305,1.204823117304511,1.268349970640046,-1.058171081690943,15.37,4.274084124830391,Trend-Down,Trend-Down,Trend-Down
2021-06-24,0.006597840880476991,0.7392586352148341,0.3819538670284939,0.7517201853018686,0.7948039773678318,-0.881127722211249,15.1,-1.7566688353936266,Trend-Up,Range,Trend-Up
2021-06-25,0.004426726280758242,0.8939086294416354,0.5782638414217361,0.6210455633072409,0.6543763494436137,-0.716074933293685,13.37,-11.456953642384104,Trend-Up,Range,Trend-Up
2021-06-28,-0.002878246696951803,0.18259109311741775,0.5394021739130435,0.7809190183816322,0.8512398118311991,-1.2841167902613317,13.4,0.2243829468960401,Trend-Down,Trend-Down,Range
2021-06-29,-0.004189140483221276,0.21814930710774588,0.42198100407055633,0.7102286256742749,0.7764530292775225,0.016470363835394804,13.0,-2.985074626865669,Trend-Down,Trend-Down,Range
2021-06-30,-0.0017112795227467448,0.09781357882623679,0.47379169503063306,0.8291193588398077,0.9071612499130094,-1.101387927677863,13.05,0.38461538461538325,Range,Range,Range
2021-07-01,-0.002639697229908089,0.14632768361582743,0.49588477366255146,0.5644132653061225,0.6171117774213791,-1.3706581463768126,12.84,-1.6091954022988575,Trend-Down,Range,Range
2021-07-02,0.0026913265306123257,0.842285156250003,0.6030323914541695,0.6513083410718579,0.7162466994246918,-0.8586126302725468,12.09,-5.841121495327107,Trend-Up,Range,Range
2021-07-05,0.007133225630000961,0.861740166865314,0.6826265389876881,0.5298607142067812,0.5892060816742261,-1.2331904043024626,12.07,-0.16542597187758634,Trend-Up,Range,Trend-Up
2021-07-06,-0.0010167768174885738,0.15238515901059974,0.3965635738831615,0.715629099299864,0.7909722950075156,0.7288836996949216,12.28,1.73985086992543,Range,Range,Range
2021-07-07,0.0038815924644002298,0.8779095300834447,0.5598349381017882,0.7169553485120802,0.830234084445406,0.07308576971451286,12.21,-0.5700325732898914,Trend-Up,Trend-Up,Range
2021-07-08,-0.009556255962820392,0.221838797140744,0.35318559556786705,1.2897462471150019,1.427164315615438,-0.16544883281529693,13.56,11.056511056511042,Trend-Down,Trend-Down,Trend-Down
2021-07-09,-0.0024224467347834233,0.581549439347595,0.575,0.6252469757422042,0.6872033764732689,-0.8349674996604384,12.94,-4.572271386430682,Range,Range,Range
2021-07-12,0.00017845989113962624,0.33125649013499564,0.5851137146795313,0.920497559359193,1.038107044682805,-1.0707778452608065,12.99,0.3863987635239541,Range,Range,Range
2021-07-13,0.007630985305175697,0.8891076115485692,0.5590277777777778,0.4819018046020921,0.5442954338470251,-0.6869846636250481,12.62,-2.848344880677456,Trend-Up,Range,Trend-Up
2021-07-14,0.0026308549962530403,0.7931948740609835,0.5248275862068965,0.7137022634737692,0.8155395787159639,-0.6079617724160926,12.59,-0.23771790808240212,Trend-Up,Trend-Up,Range
2021-07-15,0.004431072382592438,0.7108371854134614,0.45467128027681664,0.6113336933723538,0.7159141050154461,-0.014222602351451116,12.27,-2.5416997617156545,Trend-Up,Trend-Up,Trend-Up
2021-07-16,-5.023800253711741e-05,0.5122410546139292,0.49411764705882355,0.5002072421718957,0.640106081610509,-0.08401137829259891,11.71,-4.563977180114087,Range,Range,Range
2021-07-19,-0.010738912543803436,0.3469860896445113,0.4095303867403315,0.8214621264061327,1.0972843484344166,-0.5531932039325616,12.68,8.28351836037573,Trend-Down,Trend-Down,Trend-Down
2021-07-20,-0.00763693151519762,0.3572381587725188,0.19576719576719576,0.9589242648140779,1.267760487144802,0.12358493965692004,13.21,4.179810725552069,Trend-Down,Trend-Down,Trend-Down
2021-07-22,0.012279220322285456,0.9008302583025827,0.7281167108753316,0.6850332247433473,0.949128797828558,0.02975698878307658,11.89,-9.99242997728993,Trend-Up,Trend-Up,Trend-Up
2021-07-23,0.002022238301825352,0.6670471841704709,0.4328457446808511,0.8287057621538758,1.1441508119639476,0.6390876373149156,11.76,-1.0933557611438216,Trend-Up,Trend-Up,Range
2021-07-26,-0.001992930143383642,0.28489880643487936,0.4806924101198402,0.6088679227398132,0.839742891382506,0.07014669718358371,12.45,5.867346938775508,Range,Range,Range
2021-07-27,-0.004929081263487789,0.2517308224868508,0.40212342402123424,1.146607648073053,1.535419678544087,0.9533227519657008,13.23,6.265060240963871,Trend-Down,Trend-Down,Trend-Down
2021-07-28,-0.0023529112911164773,0.7713048612477837,0.3530979347101932,1.6171846155804759,2.0372894947874842,1.195105790913362,13.69,3.4769463340891926,Range,Range,Range
2021-07-29,0.004395457496785493,0.510999371464499,0.6289140572951366,0.5041686604197566,0.6511951538965378,2.500659316891157,12.95,-5.405405405405405,Trend-Up,Trend-Up,Range
2021-07-30,-0.0009760147543010911,0.15430267062313757,0.5359301544660846,0.7482688946618765,0.9540371666026242,2.1841682597442356,12.8,-1.1583011583011449,Range,Range,Range
2021-08-02,0.007745962868860978,0.8669527896995708,0.679384203480589,0.3666946802516816,0.47971999176446367,-0.5298338510738707,12.81,0.07812499999999556,Trend-Up,Range,Trend-Up
2021-08-03,0.015460980853186701,0.9305525693399282,0.5090664875755541,1.4416564635866234,1.8047067497041263,1.098081072582614,13.75,7.338017174082734,Trend-Up,Trend-Up,Trend-Up
2021-08-04,0.007938254575887704,0.7246821569486965,0.2596026490066225,0.7014662828745116,0.8847944142746406,2.485340545607483,13.21,-3.9272727272727237,Trend-Up,Trend-Up,Trend-Up
2021-08-05,0.002201884517922581,0.6058210564139433,0.3229235880398671,0.8539638898776372,1.0690277724426798,2.1262830078984143,12.87,-2.5738077214231714,Trend-Up,Trend-Up,Range
2021-08-06,-0.0034612693775851744,0.13133539003967704,0.5555555555555556,0.69866118165807,0.9025816460479785,0.6093981734599252,12.61,-2.020202020202022,Trend-Down,Trend-Down,Range
2021-08-09,0.0012347427670553746,0.5589273112208915,0.3253652058432935,0.871557516952936,1.1081133919843646,-0.6175000460279685,12.61,0.0,Range,Range,Range
2021-08-10,0.0013439330801285898,0.4958598726114673,0.14257425742574256,0.9643675407399218,1.2217661134997368,0.02533855879710943,12.71,0.793021411578132,Range,Range,Range
2021-08-11,0.00013206307086566227,0.6793416572077198,0.32142857142857145,1.0821600208816393,1.3198254714331232,-0.14029033875723693,12.71,0.0,Range,Range,Range
2021-08-12,0.005045371493497486,0.874717832957107,0.8546666666666667,0.5414191782161298,0.6698166698166717,-0.1056037664848262,12.37,-2.675059008654612,Trend-Up,Trend-Up,Trend-Up
2021-08-13,0.01006453032191823,0.9133293484757916,0.44906166219839144,1.012154321771901,1.2322082896020852,0.5235438229983642,12.99,5.012126111560233,Trend-Up,Trend-Up,Trend-Up
2021-08-16,0.0020539533307923907,0.7574781408191272,0.3026052104208417,0.6559782165724396,0.7917797737251637,-0.6190829800136035,13.46,3.618167821401075,Trend-Up,Range,Range
2021-08-17,0.0031123494766964743,0.8952309425459936,0.33489304812834225,0.8014035847988987,0.968997889527674,0.02849890968846705,13.41,-0.3714710252600395,Trend-Up,Trend-Up,Range
2021-08-18,-0.002753602253439791,0.19879518072289157,0.3215003348961822,1.0018800339190712,1.2010273848713955,-0.7484988779298832,12.91,-3.728560775540646,Trend-Down,Trend-Down,Range
2021-08-20,-0.007142921808091618,0.5576779026217283,0.14627659574468085,0.8115254855475518,0.957195095719509,0.7994186897992694,14.02,8.597986057319895,Range,Range,Trend-Down
2021-08-23,0.0027932281693565653,0.511941056910571,0.1899404367968233,1.192983945030593,1.3787305590584222,-0.48631052674625486,13.69,-2.3537803138373725,Trend-Up,Trend-Up,Range
2021-08-24,0.007768338036365341,0.8517786561264815,0.7861885790172642,0.9131046762027315,1.0432093462760883,-0.4930098269250944,13.19,-3.6523009495982417,Trend-Up,Trend-Up,Trend-Up
2021-08-25,0.0006045258231779371,0.18062137967352632,0.6445783132530121,0.5707965000766516,0.6722956826509527,-0.44984129594157746,13.5,2.3502653525398154,Range,Range,Range
2021-08-26,0.00013525983414131026,0.4171855541718593,0.48887390424814564,0.48266203439342226,0.6058319815911519,-0.5015348031505105,13.54,0.2962962962962834,Range,Range,Range
2021-08-27,0.004105332123171879,0.8922978587408216,0.6227951153324288,0.9365347317003132,1.1470782315419068,-1.024570965492124,13.41,-0.9601181683899451,Trend-Up,Trend-Up,Trend-Up
2021-08-30,0.013519742355673658,0.8904366461291157,0.7439678284182306,1.1024124315975765,1.3348828893259517,0.08018970186919462,13.32,-0.6711409395973145,Trend-Up,Trend-Up,Trend-Up
2021-08-31,0.01188053900968944,0.9103723963812366,0.49732262382864795,1.3871540140787608,1.597163883195007,2.771241489344505,14.52,9.009009009009006,Trend-Up,Trend-Up,Trend-Up
2021-09-01,-0.0032657802267076486,0.1241944932630383,0.4717741935483871,0.9996339945831242,1.171565347197202,0.30710151343293557,14.19,-2.2727272727272707,Trend-Down,Trend-Down,Range
2021-09-02,0.009246760852060776,0.9389128094725587,0.6915322580645161,1.0780920439940425,1.2445575725098732,-0.6141838762353027,14.24,0.35236081747709314,Trend-Up,Trend-Up,Trend-Up
2021-09-03,0.005190276282845296,0.8709929632525388,0.5141318977119784,0.7382991987808414,0.8599620110604815,-0.29350941484820103,14.54,2.106741573033699,Trend-Up,Trend-Up,Trend-Up
2021-09-06,0.0031286799510494845,0.38392857142857145,0.4966442953020134,0.48337534095224943,0.5704390343282061,-0.8903310126944597,15.11,3.9202200825309452,Range,Range,Range
2021-09-07,-0.0009034515301131751,0.5023411371237361,0.2966442953020134,0.8610709533984944,1.012563920214027,-0.6031184268750149,14.9,-1.389808074123089,Range,Range,Range
2021-09-08,-0.0004953317859014428,0.7685758513931789,0.5203252032520326,0.74451839686519,0.8833886020990783,-0.3360651492131106,14.41,-3.288590604026842,Range,Range,Range
2021-09-09,0.0009075978909154347,0.864847303443777,0.5483651226158038,0.4430243102033809,0.5446148946334782,-0.4083172555305797,13.94,-3.2616238723109037,Range,Range,Range
2021-09-13,-0.0008031434863337017,0.788919413919415,0.5208471211118465,0.6292026066964967,0.7672715136397773,-0.30373868952504723,14.03,0.6456241032998467,Range,Range,Range
2021-09-14,0.0014231963722897145,0.1811188811188913,0.6007879185817465,0.41139240506329117,0.519877119953466,-0.4288470643123237,13.58,-3.207412687099065,Range,Range,Range
2021-09-15,0.008023590333716912,0.9091220850480105,0.6531147540983606,0.8322179063840431,1.0459860822153633,2.167568606912788,13.73,1.1045655375552244,Trend-Up,Trend-Up,Trend-Up
2021-09-16,0.006281589890093642,0.8874394334700053,0.4558047493403694,0.7609404691000755,0.9620625358577025,3.1296369243203674,14.41,4.952658412235977,Trend-Up,Trend-Up,Trend-Up
2021-09-17,-0.0025156697580758225,0.18605562083823007,0.24917817225509534,1.4517931322735333,1.7740870713317796,2.6587410832653533,15.23,5.69049271339348,Trend-Down,Trend-Down,Range
2021-09-20,-0.010705055117528173,0.13450852653765888,0.17405475880052151,1.49997988147314,1.7364542263479303,0.8226764981085272,17.49,14.839133289560058,Trend-Down,Trend-Down,Trend-Down
2021-09-21,0.009490196529266637,0.9351833498513438,0.49337748344370863,1.4363398246213415,1.6481541979745202,1.0797620040446745,16.52,-5.546026300743279,Trend-Up,Trend-Up,Trend-Up
2021-09-22,-0.0008740462361916945,0.2620011567380135,0.7026315789473684,0.4926866381902,0.5771702301670809,0.3416890731131094,16.49,-0.1815980629540026,Range,Range,Range
2021-09-23,0.01574659550398505,0.8938434253863669,0.6438992042440318,1.1072802201655854,1.2740272106647872,0.5234194894994508,16.6,0.6670709520921969,Trend-Up,Trend-Up,Trend-Up
2021-09-24,0.0016972498940972525,0.2635477582845947,0.31540983606557377,0.7183586135818788,0.8153210425937698,0.7730737960172004,16.92,1.9277108433734869,Range,Range,Range
2021-09-27,0.00010642349830836118,0.37126600284493333,0.4357284113381674,0.7874500842896346,0.8983595035381605,0.002946217473447386,18.05,6.678486997635935,Range,Range,Range
2021-09-28,-0.005964682359661966,0.512249443207127,0.35949868073878627,1.8973327473716237,2.0531971648502423,1.1000704307409193,18.54,2.7146814404432007,Range,Range,Trend-Down
2021-09-29,-0.002101574208669965,0.594182027649762,0.5701058201058201,0.9801652052644275,1.0795348547975805,2.6270285759073593,18.84,1.6181229773462924,Range,Range,Range
2021-09-30,-0.005259354197602484,0.20918367346940242,0.49243918474687703,0.8899912873939823,0.9792961309059309,0.7001684576742768,18.4,-2.3354564755838747,Trend-Down,Trend-Down,Trend-Down
2021-10-01,-0.004887005729886651,0.759232613908852,0.4953519256308101,0.594625272001848,0.6681086277337186,-0.07476696040674308,17.21,-6.467391304347814,Range,Range,Range
2021-10-04,0.009080512547021025,0.6481863757003808,0.7564356435643564,0.9583833816152217,1.0722868707311084,-0.17809969183945668,16.74,-2.7309703660662543,Trend-Up,Trend-Up,Trend-Up
2021-10-05,0.007407616759697477,0.9420929628667801,0.6132450331125828,1.08038805316934,1.177333802106417,1.0129924352364879,16.4,-2.0310633213859064,Trend-Up,Trend-Up,Trend-Up
2021-10-06,-0.00989210146838504,0.12101676183458794,0.30189914865749834,1.5383089652045625,1.6001061039228817,0.49558819126402015,17.33,5.670731707317067,Trend-Down,Trend-Down,Trend-Down
2021-10-07,0.00818032415278247,0.28319999999999224,0.7257745550428477,0.5269710826374974,0.5584595451905469,0.6373713688647307,16.16,-6.751298326601263,Range,Range,Range
