gift_overnight_gap_pct,gift_overnight_range_pct,gift_overnight_oi_change_pct,gift_overnight_volume_conviction,gift_overnight_vol_delta,prev_nifty_return,prev_nifty_return_5d,prev_nifty_return_20d,prev_vix_close,prev_vix_change_pct,prev_ad_ratio,prev_breadth_turnover_weighted,prev_pcr_oi,prev_max_pain_distance_pct,prev_fii_net_idx_fut,prev_fii_net_total,prev_dii_net_total,prev_fii_options_skew,prev_index_divergence_500,prev_index_divergence_midcap,prev_coincident_regime,sp500_overnight_return,usdinr_overnight_change,day_of_week,days_to_monthly_expiry,is_expiry_week,prev_day_range_pct,prev_nifty_futures_basis_pct,prev_nifty_fut_oi_change_pct,prev_nifty_fut_volume_ratio,prev_pcr_oi_change,prev_max_oi_call_distance_pct,prev_max_oi_put_distance_pct,prev_midcap_vs_nifty,prev_smallcap_vs_nifty,prev_bank_vs_nifty,prev_defensive_vs_cyclical,prev_trade_intensity,prev_turnover_top10_share,date,nifty_return,breadth_ratio
,,,,,,,,11.6,,0.5711311589174185,0.49009751244530053,0.7667187387344084,,14842.0,763244.0,-1001418.0,0.41962126362877095,,,,0.00294602166191061,-0.0004935339351387496,3.0,20.0,0.0,0.46706341063001394,,,,,,,,,,,,0.26619582441601747,2020-01-02,0.008183870305766616,0.7773167358229599
,,,,,0.008183870305766528,,,11.49,-0.9482758620689606,0.7773167358229599,0.8224268762062628,1.469411671356287,,11242.0,791074.0,-1002940.0,0.41224631587339855,0.0010641994314548788,0.004253176013955499,1.0,0.008378802677341776,-0.003518740964447368,4.0,19.0,0.0,0.7706274120271582,,,,,,,0.004253176013955499,0.007931975750603242,0.0024366655336746784,-0.014286807233078064,0.9974381451908816,0.2532814639998082,2020-01-03,-0.004522805360603233,0.45536332179930794
,,,,,-0.004522805360603238,,,12.7,10.530896431679713,0.45536332179930794,0.3836176684833525,1.1823695656816613,,2766.0,795272.0,-996424.0,0.4090407635069557,0.0006801199898617185,0.00010887696433049907,1.0,-0.007059870562045372,0.005491015575780537,0.0,18.0,0.0,0.6072799990185374,,,,,,,0.00010887696433049907,0.006846024477377721,-0.007023296597086696,0.013489099348074629,0.9930426276224429,0.2696274838454217,2020-01-06,-0.0191058057603678,0.12945205479452054
,,,,,-0.01910580576036775,,,14.78,16.377952755905515,0.12945205479452054,0.09616568463803246,0.6997250029344199,,-4014.0,772153.0,-985322.0,0.4105186472459296,-0.0004332043637062209,-0.0021155563476938366,0.0,0.0035333728907272527,0.004424867157302483,1.0,17.0,0.0,1.7084895001688447,,,,,,,-0.0021155563476938366,1.2323020785916239e-06,-0.006841168365936998,0.015721135853922652,1.0757617688299321,0.2806047628452804,2020-01-07,0.004994559348956429,0.7231089521165857
,,,,,0.004994559348956392,,,14.61,-1.15020297699594,0.7231089521165857,0.7073650974230883,0.7928030955133092,,9721.0,805792.0,-988823.0,0.3885733044667085,0.0009557453476806595,0.0022033060565526796,1.0,-0.002803238652896197,0.0007806911052054653,2.0,16.0,0.0,1.21795908885376,,,,,,,0.0022033060565526796,0.006963541266850136,0.0001995764796963494,-0.006788139390091664,1.0569465640943894,0.285394027426375,2020-01-08,-0.002289895834629685,0.3640776699029126
,,,,,-0.0022898958346297266,-0.01289965113892876,,15.64,7.049965776865169,0.3640776699029126,0.49556123257630225,0.8788508500543849,,-4170.0,779559.0,-988993.0,0.38624404312822913,0.0009436988411364567,0.004122109481845201,1.0,0.004902451368978096,0.005195941957640479,3.0,15.0,0.0,0.9592236400603754,,,,,,,0.004122109481845201,0.0021483773411950266,0.0014698164700558812,0.005737093511302098,0.8858301329672498,0.2619263689536781,2020-01-09,0.015845692640962472,0.8186206896551724
,,,,,0.015845692640962573,-0.005398055722916179,,14.0,-10.48593350383632,0.8186206896551724,0.8674866874436197,2.278916647868261,,8027.0,823085.0,-999303.0,0.3937581310721061,-0.0003537704988495743,-0.0018877485677446376,2.0,0.006655262605489005,-0.010367242832535222,4.0,14.0,0.0,0.7490238132270238,,,,,,,-0.0018877485677446376,0.0026756341815987426,0.00706365963395603,-0.019251169213930247,0.9226401189562764,0.276873174191894,2020-01-10,0.003348095514861704,0.5715277777777777
,,,,,0.003348095514861749,0.0024659248444994855,,14.08,0.571428571428572,0.5715277777777777,0.6155503921365812,1.4717747298745805,,11232.0,830612.0,-990679.0,0.396845165751195,8.114251046034476e-05,-0.00031852597921361043,1.0,-0.0028551786896625713,-0.0030471893412261255,0.0,13.0,0.0,0.7995561647412049,,,,,,,-0.00031852597921361043,0.003391693060253605,-0.003192295387728845,-0.008400434030725209,0.9461487509884146,0.2849824262862296,2020-01-13,0.005935480712747188,0.6731034482758621
,,,,,0.00593548071274721,0.02805791687685785,,14.28,1.4204545454545403,0.6731034482758621,0.6936625617459128,1.7183588958142766,,14238.0,836654.0,-994047.0,0.38743090599916696,0.0005287405740838184,0.0007281240171666432,2.0,0.006976215252569856,-0.003389244199722255,1.0,12.0,0.0,0.4213454667850873,,,,,,,0.0007281240171666432,0.0036184710146545535,-0.0034352782041328052,-0.0011619060516570804,1.0424670489863586,0.3056103928368816,2020-01-14,0.002656220218904881,0.5919778699861687
,,,,,0.0026562202189049887,0.02566591581314106,,13.91,-2.591036414565821,0.5919778699861687,0.6201008164669881,1.8545579953258198,,13455.0,857698.0,-996776.0,0.37908615295633197,0.0006646660146026402,0.00435766061471839,1.0,-0.0015145327728022643,-0.003299371867725769,2.0,11.0,0.0,0.5302411363581152,,,,,,,0.00435766061471839,0.0027933710617490696,-0.005950432195230171,0.004259620097360472,1.1098281208867227,0.31120946777574665,2020-01-15,-0.0015369308300234863,0.6044107512060648
